Title,Authors,DOI,DOI link,Venue,Citation count,Year
The impact of alcohol consumption on the quality of life of college students: a study from three Slovak universities,"D. Líška, E. Liptáková, Miroslava Barcalová, Ľubomír Skladaný",10.1057/s41599-024-03931-4,https://doi.org/10.1057/s41599-024-03931-4,Humanities and Social Sciences Communications,0,2024
Defining and predicting short-term alcohol use changes during a smoking cessation attempt.,"Kristin M. Berg, Megan E. Piper, Stevens S. Smith, M. Fiore, D. Jorenby",10.1016/j.addbeh.2015.04.004,https://doi.org/10.1016/j.addbeh.2015.04.004,Addictive Behaviours,20,2015
"Effect of Alcohol Prevention Program on Subject Well-being Scale, Alcohol Abstinence Self-Efficacy Scale and Alcohol Decisional Balance Scale of Alcohol Related Prisoners in Correctional Institutions in Korea","Hyun-Ok Jung, Woo Han Seung-",10.47836/mjmhs.18.6.28,https://doi.org/10.47836/mjmhs.18.6.28,NOVEMBER ISSUE,0,2022
Alcohol Consumption and Physical Inactivity Mediate the Link Between Sleep Disturbance and Psychological Wellbeing in Older Adults: A 10-Year Follow-Up From the English Longitudinal Study of Ageing,"D. Cadar, Silje Forsland, A. Kaushal, L. Brocklebank, A. Steptoe, M. Jackowska",10.2139/ssrn.3855451,https://doi.org/10.2139/ssrn.3855451,Social Science Research Network,0,2021
Quality of life and abstinence in alcohol use disorders,"J. Teixeira, S. Ferreira, L. Moutinho",10.1192/j.eurpsy.2021.1518,https://doi.org/10.1192/j.eurpsy.2021.1518,European psychiatry,0,2021
The Welfare Implications of Addictive Substances: A Longitudinal Study of Life Satisfaction of Drug Users,"Julie Moschion, Nattavudh Powdthavee",10.2139/ssrn.3088298,https://doi.org/10.2139/ssrn.3088298,Social Science Research Network,12,2017
Alcohol consumption and health : Synergistic interaction with personality and stress,"R. Grossarth-Maticek, H. Eysenck",-,-,-,0,2016
"Willingness to reduce alcohol consumption predicted by short-form video exposure, media involvement, psychological bias, and cognitive factor","Dong-Wha Chung, Yan-li Meng",10.3389/fpsyg.2024.1213539,https://doi.org/10.3389/fpsyg.2024.1213539,Frontiers in Psychology,1,2024
Older adults’ health and late-life drinking patterns: A 20-year perspective,"R. Moos, P. Brennan, K. Schutte, B. Moos",10.1080/13607860902918264,https://doi.org/10.1080/13607860902918264,Aging & Mental Health,74,2010
Binge drinking is associated with reduced quality of life in young students: A pan-European study.,"V. Dormal, Vincent Bremhorst, S. Lannoy, V. Lorant, A. Luquiens, P. Maurage",10.1016/j.drugalcdep.2018.08.033,https://doi.org/10.1016/j.drugalcdep.2018.08.033,Drug and Alcohol Dependence,16,2018
The life-enhancing alcohol-management program: Results from a 6-month nonrandomized controlled pilot study assessing a community based participatory research program in housing first.,"Seema L. Clifasefi, S. Collins",10.1002/jcop.22291,https://doi.org/10.1002/jcop.22291,Journal of Community Psychology,15,2019
Means‐Tested Welfare Benefits and Subjective Well‐Being Through Time: Does Clients' Life Satisfaction Recover?,"Anton Nivorozhkin, M. Promberger",10.1111/spol.13078,https://doi.org/10.1111/spol.13078,Social Policy &amp; Administration,1,2024
The Effect of Brief Interventions for Alcohol Among People with Comorbid Mental Health Conditions: A Systematic Review of Randomized Trials and Narrative Synthesis,"S. Boniface, Isabella Malet-Lambert, R. Coleman, P. Deluca, K. Donoghue, C. Drummond, Z. Khadjesari",10.1093/alcalc/agx111,https://doi.org/10.1093/alcalc/agx111,Alcohol and Alcoholism,8,2018
Digital psychological self-care for problematic alcohol use: feasibility of a new clinical concept,"M. Kraepelien, C. Sundström, Magnus Johansson, Ekaterina Ivanova",10.1192/bjo.2023.73,https://doi.org/10.1192/bjo.2023.73,BJPsych Open,4,2023
The effect of financial management on alcohol-related hospitalization.,B. Spittle,10.1176/AJP.148.2.221,https://doi.org/10.1176/AJP.148.2.221,American Journal of Psychiatry,7,1991
THE EFFECT OF BRIEF INTERVENTIONS ON REDUCING ALCOHOL CONSUMPTION IN ADULTS: A SYSTEMATIC REVIEW,"Larissa Alves de Araújo Lima, Fernando José Guedes da Silva Júnior, Claudete Ferreira de Sousa Monteiro, Giovanna Vitória Aragão de Almeida Santos, Ana Paula Cardoso Costa, Jaqueline Carvalho, S. Sales",-,-,-,1,2022
"Relationships between consumption patterns, health beliefs, and subjective wellbeing in Chinese Baijiu consumers","D. A. Metcalf, A. Saliba, Kirsty McKenzie, Appy Gao",10.1186/s13011-021-00369-8,https://doi.org/10.1186/s13011-021-00369-8,"Substance Abuse Treatment, Prevention, and Policy",12,2021
Interventions to reduce the negative effects of alcohol consumption in older adults: a systematic review,"R. Armstrong-Moore, C. Haighton, N. Davinson, J. Ling",10.1186/s12889-018-5199-x,https://doi.org/10.1186/s12889-018-5199-x,BMC Public Health,24,2018
Benefits of social non-drinking identified by British university students: a mixed methods study,"Dominic Conroy, R. Visser",-,-,-,0,2017
Why we don’t need the alcohol industry for a strong economy,Aveek Bhattacharya,-,-,-,1,2017
Examining Changes in Quality of Life as an Outcome Measure in Three Randomized Controlled Trials of Online Interventions That Included an Intervention for Hazardous Alcohol Use,"C. Schell, A. Godinho, J. Cunningham",10.1080/10826084.2023.2259453,https://doi.org/10.1080/10826084.2023.2259453,Substance Use & Misuse,0,2023
'Can promotion of lower strength alcohol products help reduce alcohol consumption? A rapid literature review.,"L. Jones, M. Bellis",-,-,-,1,2012
Subjective Well-Being and Health Behaviors in 2.5 Million Americans.,"Kostadin Kushlev, Danielle M. Drummond, E. Diener",10.1111/aphw.12178,https://doi.org/10.1111/aphw.12178,Applied Psychology: Health and Well-Being,79,2019
Testing the Initial Efficacy of a Mailed Screening and Brief Feedback Intervention to Reduce At‐Risk Drinking in Middle‐Aged and Older Adults: The Comorbidity Alcohol Risk Evaluation Study,"A. Kuerbis, Stanley Yuan, Jenna Borok, Peter M. LeFevre, Gloria S. Kim, Daryl Lum, Karina D. Ramirez, D. Liao, A. Moore",10.1111/jgs.13237,https://doi.org/10.1111/jgs.13237,Journal of The American Geriatrics Society,31,2015
Attending live sporting events predicts subjective wellbeing and reduces loneliness,"Helen Keyes, Sarah Gradidge, Nicola Gibson, Annelie J Harvey, Shyanne Roeloffs, Magdalena Zawisza, S. Forwood",10.3389/fpubh.2022.989706,https://doi.org/10.3389/fpubh.2022.989706,Frontiers in Public Health,9,2023
0 Can Early Intervention Policies Improve Well-being ? Evidence from a randomized controlled trial,"M. Daly, L. Delaney, O. Doyle, Nick Fitzpatrick, Christine M O'Farrelly",-,-,-,0,2014
Liver fibrosis screening increases alcohol abstinence,"E. Avitabile, J. Gratacós-Ginés, M. Pérez-Guasch, A. Rubio, Queralt Herms, M. Cervera, Ruth Nadal, M. Carol, N. Fabrellas, P. Bruguera, Ana Llorente, Lluisa Ortega, Anna Lligoña, Laura Nuño, N. Freixa, María Teresa Pons, Alba Díaz, Ramón Bataller, P. Ginès, H. López-Pelayo, E. Pose",10.1016/j.jhepr.2024.101165,https://doi.org/10.1016/j.jhepr.2024.101165,JHEP Reports,6,2024
ORIGINAL ARTICLE Improved Drinking Behaviour Improves Quality of Life: A Follow-Up in Alcohol-Dependent Subjects 7 Years After Treatment,"Ulrich Frischknecht, Thomas Sabo, K. Mann",-,-,-,0,2013
No Ordinary Commentary: A response to our gentle criticts,"T. Babor, R. Room, J. Rehm, N. Giesbrecht, I. Rossow, E. Österberg, J. Grube, Kathryn Graham, L. Hill",10.1046/j.1360-0443.2003.00557.x,https://doi.org/10.1046/j.1360-0443.2003.00557.x,-,2,2003
Changes in Alcohol Consumption During a Stop-Smoking Attempt and Differences Between Smokers Using Nicotine Replacement and Smokers Using Varenicline,"Dunja Przulj, P. Hajek, S. Snuggs, H. McRobbie",10.1093/ntr/ntx105,https://doi.org/10.1093/ntr/ntx105,Nicotine & Tobacco Research,3,2018
"Is the Association Between Alcohol Consumption and Mental Well-Being in University Students Linear, Curvilinear or Absent?","Bo van Beuningen, Sterre S H Simons, Kirsten J. M. van Hooijdonk, Tirza H J van Noorden, Sabine A E Geurts, J. Vink",10.1080/10826084.2024.2320382,https://doi.org/10.1080/10826084.2024.2320382,Substance Use & Misuse,1,2024
Alcohol and the marriage effect.,"K. Leonard, J. Rothbard",10.15288/JSAS.1999.S13.139,https://doi.org/10.15288/JSAS.1999.S13.139,"Journal of Studies on Alcohol, Supplement",249,1999
Reciprocal relations between stressors and drinking behavior: a three-wave panel study of late middle-aged and older women and men.,"P. Brennan, K. Schutte, Rudolf H. Moos",10.1046/J.1360-0443.1999.94573712.X,https://doi.org/10.1046/J.1360-0443.1999.94573712.X,Addiction,82,1999
Drinking at local pub linked to improved well-being.,-,10.7748/ns.31.22.17.s20,https://doi.org/10.7748/ns.31.22.17.s20,Nursing Standard,0,2017
Research into the potential of short interventions in promoting well-being among adolescents,M. A. Barry,-,-,-,0,2014
The “Health Benefits” of Moderate Drinking in Older Adults may be Better Explained by Socioeconomic Status,"A. Towers, M. Philipp, P. Dulin, Joanne Allen",10.1093/geronb/gbw152,https://doi.org/10.1093/geronb/gbw152,"The journals of gerontology. Series B, Psychological sciences and social sciences",31,2016
Alcohol Consumption and Life Satisfaction: Evidence from Russia,"E. Krekhovets, L. Leonova",10.5901/AJIS.2013.V2N8P98,https://doi.org/10.5901/AJIS.2013.V2N8P98,-,2,2013
Associations between Relationship Quality and Mental Health during COVID-19 in the United Kingdom,"C. Pieh, T. Probst, S. Budimir, E. Humer",10.3390/ijerph18062869,https://doi.org/10.3390/ijerph18062869,International Journal of Environmental Research and Public Health,10,2021
"[""Drinking less is better"". Combining early identification and brief intervention for patients at risk].","Philippe Michaud, Anne-Violaine Dewost, P. Fouilland",-,-,Presse medicale,0,2006
Induced Abortion and Life Satisfaction in Germany: The Role of Selection Processes and Short-Term Effects,"Björn Huss, Florian Kaiser",10.1515/zfsoz-2022-0022,https://doi.org/10.1515/zfsoz-2022-0022,Zeitschrift für Soziologie,1,2022
"Quality of life of alcohol-dependent adults: a mixed-methods study Kakovost življenja odraslih, odvisnih","Čuček Trifkovič, B. Plesničar, Alenka Kobolt, M. Denny, S. Denieffe, Leona Cilar",-,-,-,1,2020
A daily analysis of physical activity and satisfaction with life in emerging adults.,"Jaclyn P. Maher, Shawna Doerksen, S. Elavsky, Amanda L. Hyde, A. Pincus, Nilam Ram, D. Conroy",10.1037/a0030129,https://doi.org/10.1037/a0030129,Health Psychology,143,2013
Sports club participation impacts life satisfaction in adolescence: A twin study.,"Alexander Dings, F. Spinath",10.1016/j.psychsport.2024.102639,https://doi.org/10.1016/j.psychsport.2024.102639,Psychology of Sport And Exercise,0,2024
Changes in Mini‐Mental State Examination score in Alzheimer's disease patients after stopping habitual drinking,"Aiko Toda, Yuko Tagata, Tomoko Nakada, Miwa Komatsu, N. Shibata, H. Arai",10.1111/psyg.12008,https://doi.org/10.1111/psyg.12008,Psychogeriatrics,10,2013
Well-being Effects of Extreme Weather Events in the US,"Mona Ahmadiani, Susana Ferreira",-,-,-,0,2016
College alcohol citations result in modest reductions in student drinking.,"John T. P. Hustad, Erica Eaton Short, Brian Borsari, N. Barnett, Tracy O'Leary Tevyaw, C. Kahler",10.1016/j.jsat.2010.11.005,https://doi.org/10.1016/j.jsat.2010.11.005,Journal of Substance Abuse Treatment,24,2011
QUALITY OF LIFE IN YOUNG ADULTS AND THEIR ALCOHOL CONSUMPTION INTENSITY IN ADOLESCENCE AND EARLY ADULTHOOD.,E. Stępień,-,-,-,0,2004
Short-term recovery from alcohol abuse or dependence: any evidence of a relationship with treatment use in a general population sample?,J. Cunningham,10.1093/ALCALC/AGH155,https://doi.org/10.1093/ALCALC/AGH155,Alcohol and Alcoholism,8,2005
The psychological benefits of moderate alcohol consumption: a review of the literature.,C. Baum-Baicker,10.1016/0376-8716(85)90008-0,https://doi.org/10.1016/0376-8716(85)90008-0,Drug and Alcohol Dependence,170,1985
Positive psychological interventions on alcohol use and consequences: Pilot randomized trial in a young adult cannabis-using sample.,"Catherine D Trinh, Rachel Girard, Melissa R. Schick, Nichea S. Spillane",10.1016/j.josat.2023.209241,https://doi.org/10.1016/j.josat.2023.209241,Journal of substance use and addiction treatment,1,2023
Life satisfaction following treatment-related reductions in alcohol use and PTSD symptoms: Results from VetChange.,"Noam G Newberger, Samantha Yeager, Nicholas A. Livingston, J. Enggasser, D. Brief, Scott Litwack, Eric D Helmuth, M. Roy, D. Rosenbloom, T. Keane",10.1037/tra0001234,https://doi.org/10.1037/tra0001234,Psychological Trauma,2,2022
Brief alcohol interventions with older adults: a systematic review of literature,"Gregory Larkin Purser, Catherine M. Lemieux",10.1080/1533256X.2021.1935146,https://doi.org/10.1080/1533256X.2021.1935146,Journal of Social Work Practice in The Addictions,1,2021
AQoLS-Brief: Development and psychometric properties of a short version of the alcohol quality of life scale,"A. Luquiens, Henri Panjo, Alexandra Dereux, Patrice Louville, Hélène Donnadieu, Marie Bronnec, Amine Benyamina, Pascal Perney, Arnaud Carré, N. Pelletier-Fleury",10.1371/journal.pone.0321365,https://doi.org/10.1371/journal.pone.0321365,PLoS ONE,0,2025
Modest impact of brief interventions on excessive alcohol consumption.,-,-,-,Prescrire international,0,2014
"Influence of the frequency of ""drunken days"" on physical and mental well-being of alcohol users","I. Linskiy, Maksym Khaustov, V. Kuzminov, O. Minko, H. Kozhyna, Yevheniia Grynevych, M. Ovcharenko, V. Chugunov, Valentyn Postrelko, Mykhailo Denysenko, Vladyslav Plekhov, T. Tkachenko, V. Zadorozhnyi, N. Malykhina, O. Minko, Roman Lakynskyi, O. Vasilyeva, O. Yurchenko, B. Herasymov, D. Herasymov",10.36927/2079-0325-v32-is2-2024-1,https://doi.org/10.36927/2079-0325-v32-is2-2024-1,Ukrains'kyi Visnyk Psykhonevrolohii,0,2024
Editor's Introduction: Contingencies in the link between drinking and consequences,R. Ferrence,10.1177/009145099602300303,https://doi.org/10.1177/009145099602300303,-,2,1996
"Evidence that self-affirmation reduces alcohol consumption: randomized exploratory trial with a new, brief means of self-affirming.","C. Armitage, P. Harris, M. Arden",10.1037/a0023738,https://doi.org/10.1037/a0023738,Health Psychology,135,2011
Interventions to reduce the negative effects of alcohol consumption in older adults: a systematic review,"R. Armstrong-Moore, N. Davinson, K. Haighton",-,-,-,0,2016
Evidence that a volitional help sheet reduces alcohol consumption among smokers: a pilot randomized controlled trial.,C. Armitage,10.1016/j.beth.2014.12.003,https://doi.org/10.1016/j.beth.2014.12.003,The Behavior Therapist,15,2015
Sleep Disorders and Subjective Well-Being in Portuguese Adults: Evidence from a Representative Study,"Sara Oliveira, Cesar Agostinis Sobrinho, S. Martins, Cláudia Augusto, Odete Araújo, Teresa Vieira, Ana Paula Macedo, Maria José Silva, Rafaela Rosário",10.1055/s-0043-1772812,https://doi.org/10.1055/s-0043-1772812,Sleep Science,1,2022
Association of impulsivity with quality of life and well-being after alcohol withdrawal treatment.,"Daniel Reichl, N. Enewoldsen, Kiona K. Weisel, Lukas M. Fuhrmann, Catharina Lang, Sebastian Saur, M. Berking, M. Zink, Andreas Ahnert, P. Falkai, T. Kraus, T. Hillemacher, Felix-N Müller, J. Kornhuber, D. Bönsch, L. Kerkemeyer, Sabine Steins-Loeber",10.1002/jclp.23316,https://doi.org/10.1002/jclp.23316,Journal of Clinical Psychology,5,2022
A Structural Model for Quality of Life of Alcoholics.,"M. Gu, H. Lee, S. Sok",10.1111/jan.14378,https://doi.org/10.1111/jan.14378,Journal of Advanced Nursing,3,2020
Adjusting to work time and income reduction: change in household consumption behavior and life satisfaction,J. Theodore,-,-,-,0,2013
Genetic associations between alcohol phenotypes and life satisfaction: a genomic structural equation modelling approach,"K. Bountress, Shannon E. Cusack, Sage E. Hawn, A. Grotzinger, Daniel Bustamante, R. Kirkpatrick, H. Edenberg, A. Amstadter",10.1038/s41598-023-40199-1,https://doi.org/10.1038/s41598-023-40199-1,Scientific Reports,3,2023
Subjective Well-Being: Weather Matters; Climate Doesn't,"J. Feddersen, R. Metcalfe, M. Wooden",10.2139/ssrn.2182862,https://doi.org/10.2139/ssrn.2182862,-,23,2012
"To drink, or to exercise: That is (not) the question! Daily effects of alcohol consumption and exercise on well-being.","S. Lee, Kyung-Hui Yu, Eunsoo Choi, I. Choi",10.1111/aphw.12319,https://doi.org/10.1111/aphw.12319,Applied Psychology: Health and Well-Being,4,2021
Does a Brief Intervention Help a Patient to Stop Drinking,K. Marton,10.1056/JP200405050000009,https://doi.org/10.1056/JP200405050000009,-,0,2004
Preoperative alcohol interventions for elective surgical patients: Results from a randomized pilot trial.,"Anne C. Fernandez, Lyndsay Chapman, Tom Ren, Catherine Baxley, Alexander K. Hallway, Michael J. Tang, J. Waljee, P. Friedmann, Michael J Mello, Brian Borsari, F. Blow",10.1016/j.surg.2022.09.012,https://doi.org/10.1016/j.surg.2022.09.012,Surgery,5,2022
Brief physician advice reduced drinking in older adults,"M. Fleming, L. Manwell, K. Barry",10.1136/EWJM.172.1.27,https://doi.org/10.1136/EWJM.172.1.27,Western Journal of Medicine,4,1999
Enhancing a brief online intervention to reduce alcohol consumption.,"P. Norman, Thomas Llewelyn Webb, A. Millings, L. Pechey",10.1186/isrctn18317328,https://doi.org/10.1186/isrctn18317328,-,0,2019
Stress Vulnerability and Quality of Life in Alcohol use Disorders,"J. Teixeira, S. Ferreira, L. Moutinho",10.29011/2577-0756.001075,https://doi.org/10.29011/2577-0756.001075,-,0,2020
Effectiveness of E-Self-help Interventions for Curbing Adult Problem Drinking: A Meta-analysis,"H. Riper, V. Spek, Brigitte Boon, Barbara P. Conijn, J. Kramer, Katherina Martin-Abello, F. Smit",10.2196/jmir.1691,https://doi.org/10.2196/jmir.1691,Journal of Medical Internet Research,254,2011
The effect of brief interventions on alcohol consumption among heavy drinkers in a general hospital setting.,"Aisha S Holloway, H. Watson, A. Arthur, G. Starr, A. McFadyen, J. McIntosh",10.1111/J.1360-0443.2007.01968.X,https://doi.org/10.1111/J.1360-0443.2007.01968.X,Addiction,60,2007
Screening and Brief Interventions Delivery in the Workplace to Reduce Alcohol-Related Harm: a Pilot Randomized Controlled Trial.,-,-,-,-,0,2015
Alcohol consumption and health-related quality of life in the US during the COVID-19 pandemic: a US national survey,"E. Wittenberg, Collin Labutte, Benjamin Thornburg, Abraham Gebreselassie, C. Barbosa, J. Bray",10.1186/s41687-022-00516-0,https://doi.org/10.1186/s41687-022-00516-0,Journal of Patient-Reported Outcomes,3,2022
"Drink wise, age well; reducing alcohol related harm among people over 50: a study protocol","Jennifer Seddon, S. Wadd, E. Wells, Lawrie Elliott, I. Madoc-Jones, J. Breslin",10.1186/s12889-019-6525-7,https://doi.org/10.1186/s12889-019-6525-7,BMC Public Health,11,2019
Fact or fable: Increased wellbeing in voluntary simplicity,"S. A. Rich, S. Hanna, Bradley J. Wright, P. Bennett",10.5502/IJW.V7I2.589,https://doi.org/10.5502/IJW.V7I2.589,-,14,2017
An evaluation of National Alcohol Screening Day.,"R. Aseltine, E. Schilling, A. James, M. Murray, D. Jacobs",10.1093/ALCALC/AGM139,https://doi.org/10.1093/ALCALC/AGM139,Alcohol and Alcoholism,5,2007
"Evaluating the effectiveness of the smartphone app, Drink Less, compared with the NHS alcohol advice webpage, for the reduction of alcohol consumption among hazardous and harmful adult drinkers in the UK at 6‐month follow‐up: protocol for a randomised controlled trial","C. Garnett, M. Oldham, C. Angus, E. Beard, Robyn Burton, M. Field, F. Greaves, M. Hickman, E. Kaner, Gemma Loebenberg, S. Michie, M. Munafo, Elena Pizzo, Jamie Brown",10.1111/add.15287,https://doi.org/10.1111/add.15287,medRxiv,19,2020
"How effective are brief interventions in reducing alcohol consumption: do the setting, practitioner group and content matter? Findings from a systematic review and metaregression analysis","L. Platt, G. Melendez-Torres, A. O'Donnell, J. Bradley, D. Newbury-Birch, E. Kaner, C. Ashton",10.1136/bmjopen-2016-011473,https://doi.org/10.1136/bmjopen-2016-011473,BMJ Open,130,2016
Life satisfaction and transition to parenthood,"Ganna Pogrebna, A. Bourton, D. Anumba",-,-,-,0,2014
"Alcohol consumption, life satisfaction and mental health among Norwegian college and university students","S. M. M. Sæther, Marit Knapstad, K. Askeland, J. Skogen",10.1016/j.abrep.2019.100216,https://doi.org/10.1016/j.abrep.2019.100216,Addictive Behaviors Reports,51,2019
Evaluation of Web-Based Digital Intervention to Change Individual’s Drinking Behaviours,"Jowinn Chew, James Morris, Georgina Bartlett, Daniel Frings",10.1080/07347324.2024.2381517,https://doi.org/10.1080/07347324.2024.2381517,Alcoholism Treatment Quarterly,1,2024
"The relationship between alcohol use and injecting drug use: impacts on health, crime and wellbeing.","P. Dietze, R. Jenkinson, C. Aitken, M. Stoové, D. Jolley, M. Hickman, T. Kerr",10.1016/j.drugalcdep.2012.08.013,https://doi.org/10.1016/j.drugalcdep.2012.08.013,Drug and Alcohol Dependence,40,2013
Commentary on Livingston et al.: Do reductions in adolescent drinking really maintain into adulthood?,"L. Kraus, S. Olderbak",10.1111/add.15856,https://doi.org/10.1111/add.15856,Addiction,0,2022
"Is reducing the availability of alcohol effective in reducing deaths from suicide , suicide attempts and acts of self-harm ?",-,-,-,-,0,2013
Do changes in social and economic factors lead to changes in drinking behavior in young adults? Findings from three waves of a population based panel study,"F. S. van der Deen, K. Carter, S. McKenzie, T. Blakely",10.1186/1471-2458-14-928,https://doi.org/10.1186/1471-2458-14-928,BMC Public Health,6,2014
Quality of life and well‐being following inpatient and partial hospitalization treatment for opioid use disorder,"Claire E. Blevins, A. Abrantes, Megan E. Kurth, Alan L Gordon, M. Stein",10.1016/j.apnu.2018.01.008,https://doi.org/10.1016/j.apnu.2018.01.008,Archives of Psychiatric Nursing,6,2018
"Alcohol Consumption, Alcohol-Related Problems, and Quality of Life Among College Students","James G. Murphy, Carmen K Hoyme, S. Colby, Brian Borsari",10.1353/CSD.2006.0010,https://doi.org/10.1353/CSD.2006.0010,-,50,2006
Alcohol Consumption in an Empty Nest,"Scervini Francesco, Trucchi Serena",10.5817/wp_muni_econ_2025-02,https://doi.org/10.5817/wp_muni_econ_2025-02,MUNI ECON Working Papers,0,2025
"Drink wise, age well: alcohol use and the over 50s in the UK.","G. Holley-Moore, B. Beach",-,-,-,17,2016
"All Positive Constructs are Not Equal: Positive Affect, Happiness, and Life Satisfaction in Relation to Alcohol and Mental Health Outcomes","Melissa R. Schick, C. Trinh, Akshiti A Todi, Nichea S. Spillane",10.1007/s41042-023-00103-8,https://doi.org/10.1007/s41042-023-00103-8,International Journal of Applied Positive Psychology,4,2023
Alcohol consumption behaviours in the immediate aftermath of earthquakes: time series study,"D. Kobayashi, H. Hayashi, H. Kuga, N. Kuriyama, Yoshihiro Terasawa, Yasuhiro Osugi, O. Takahashi, G. Deshpande, I. Kawachi",10.1136/bmjopen-2018-026268,https://doi.org/10.1136/bmjopen-2018-026268,BMJ Open,3,2019
Effects of alcohol consumption in spousal relationships on health-related quality of life and life satisfaction.,M. Livingston,10.15288/JSAD.2009.70.383,https://doi.org/10.15288/JSAD.2009.70.383,Journal of Studies on Alcohol and Drugs,28,2009
A possible way to motivate ambivalent patients to undergo detoxification.,"N. Bertholet, J. Daeppen",10.1093/ALCALC/AGH239,https://doi.org/10.1093/ALCALC/AGH239,Alcohol and Alcoholism,3,2006
The effect of short-term alcohol restriction on risk of alcohol-related injury: A state wide population-based study.,"W. Liang, William Gilmore, T. Chikritzhs",10.1016/j.drugpo.2015.11.007,https://doi.org/10.1016/j.drugpo.2015.11.007,The International journal on drug policy,7,2016
Effectiveness of brief alcohol interventions in primary care populations.,"E. Kaner, F. Beyer, C. Muirhead, F. Campbell, E. Pienaar, N. Bertholet, J. Daeppen, J. Saunders, B. Burnand",10.1002/14651858.CD004148.pub4,https://doi.org/10.1002/14651858.CD004148.pub4,Cochrane Database of Systematic Reviews,788,2018
Alcohol use disorder and its association with personal well-being and life satisfaction,"Chau Sian Lim, Z. W. Lew, Y. C. Ng, L. H. Peh, H. S. Ong",10.1192/bjo.2021.709,https://doi.org/10.1192/bjo.2021.709,BJPsych Open,1,2021
Screening and Behavioral Counseling Interventions to Reduce Unhealthy Alcohol Use in Adolescents and Adults: An Updated Systematic Review for the U.S. Preventive Services Task Force,"Elizabeth A. O’Connor, L. Perdue, Caitlyn A. Senger, M. Rushkin, Carrie D. Patnode, S. Bean, D. Jonas",-,-,-,11,2018
Treatment outcome and its predictors among Asian problem drinkers.,"V. Manning, Brenda Gómez, Puay Kee Koh, A. Ng, Song Guo, Gomathinayagam Kandasami, K. Wong",10.1111/j.1465-3362.2012.00518.x,https://doi.org/10.1111/j.1465-3362.2012.00518.x,Drug and Alcohol Review,5,2013
Reduction in alcohol consumption and health status.,"W. Liang, T. Chikritzhs",10.1111/j.1360-0443.2010.03164.x,https://doi.org/10.1111/j.1360-0443.2010.03164.x,Addiction,62,2011
Natural disasters and self-reported wellbeing: empirical evidence for rainfall extremes in the United Kingdom,"Michael Berlemann, J. Regner, J. Tutt",10.4337/9781788119344.00015,https://doi.org/10.4337/9781788119344.00015,-,0,2020
Combining medical treatment and CBT in treating alcohol-dependent patients: effects on life quality and general well-being.,"E. Laaksonen, Salla Vuoristo-Myllys, Salla Vuoristo-Myllys, Anja Koski-Jännes, Hannu Alho, Hannu Alho",10.1093/alcalc/agt053,https://doi.org/10.1093/alcalc/agt053,Alcohol and Alcoholism,21,2013
The happy survivor? Effects of differential mortality on life satisfaction in older age.,"S. Segerstrom, H. Combs, Ashley Winning, Julia K. Boehm, L. Kubzansky",10.1037/pag0000091,https://doi.org/10.1037/pag0000091,Psychology and Aging,19,2016
"The Effect of Alcohol Consumption on Demographics, Population Health and Social Wellbeing in Poland","Piotr Psikus, Paulina Wojtyła-Buciora",10.36145/JHSM2021.22,https://doi.org/10.36145/JHSM2021.22,-,1,2021
"Sober mom, healthy baby? Effects of brief alcohol interventions in Swedish maternity care","Erik Grönqvist, A. Norén, A. Sjögren, Helena Svaleryd",-,-,-,2,2016
Brief ED Intervention Can Reduce Hazardous and Harmful Drinking,"R. Zane, Faaem",10.1056/EM201208240000003,https://doi.org/10.1056/EM201208240000003,-,0,2012
Effect of Screening and Advising on Alcohol Habits in Sweden: A Repeated Population Survey Following Nationwide Implementation of Screening and Brief Intervention,"A. Lundin, A. Danielsson, M. Hallgren, M. Torgén",10.1093/alcalc/agw086,https://doi.org/10.1093/alcalc/agw086,Alcohol and Alcoholism,5,2016
Shorter communications: Exploring the impact of a brief smartphone-based alcohol intervention app (DrinksRation) on the quality of life of UK military veterans.,"Nora Trompeter, C. Williamson, Roberto J Rona, E. Carr, Amos Simms, Joan Agwuna, N. Fear, Laura Goodwin, Dominic Murphy, James Shearer, D. Leightley",10.1016/j.brat.2024.104540,https://doi.org/10.1016/j.brat.2024.104540,Behaviour Research and Therapy,0,2024
"Proceedings of the 14th annual conference of INEBRIA: New York, NY, USA, September 14–15, 2017 Please share how this access benefits you. Your story matters","P. Deluca, S. Coulton, S. Boniface, K. Donoghue, Eilish, Gilvarry, Eileen Kaner, Ellen Lynch, Ian K. Maconochie, R. McGovern, D. Birch, Ceri Phillips, R. Pockett, T. Phillips, R., Patton, Ian Russell, John Strang, C. Drummond, Maureen T. Stewart, Amity E Quinn, Mary F Brolin, Brooke Evans, C. Horgan",-,-,-,0,2017
The Influence of Changing Hours of Work on Women's Life Satisfaction,"V. Gash, A. Mertens, Laura Romeu Gordo",10.1111/j.1467-9957.2011.02255.x,https://doi.org/10.1111/j.1467-9957.2011.02255.x,-,40,2012
Regular alcohol consumption is associated with increasing quality of life and mood in older men and women: the Rancho Bernardo Study.,"Amanda Michele Chan, D. V. von Mühlen, D. Kritz-Silverstein, E. Barrett-Connor",10.1016/j.maturitas.2009.01.005,https://doi.org/10.1016/j.maturitas.2009.01.005,Maturitas,74,2009
