Title,Authors,DOI,DOI link,Venue,Citation count,Year
Improvements in health-related quality of life among smokers who quit after hospitalization.,"D. Levy, Yuchiao Chang, S. Regan, H. Tindle, D. Singer, N. Rigotti",10.1016/j.ypmed.2018.02.006,https://doi.org/10.1016/j.ypmed.2018.02.006,Preventive Medicine,13,2018
Benefits of stopping smoking.,E. Frank,-,-,Western Journal of Medicine,22,1993
Smoking cessation and obesity-related morbidities and mortality in a 20-year follow-up study,"Asla Suutari-Jääskö, A. Ylitalo, Justiina Ronkaine, H. Huikuri, Y. Kesäniemi, O. Ukkola",10.1371/journal.pone.0279443,https://doi.org/10.1371/journal.pone.0279443,PLoS ONE,10,2022
Impact of smoking status on workplace absenteeism and productivity,"M. Halpern, R. Shikiar, A. Rentz, Z. Khan",10.1136/tc.10.3.233,https://doi.org/10.1136/tc.10.3.233,Tobacco Control,260,2001
Longitudinal analysis of the effect of smoking cessation on cardiovascular risk factors in a community sample: the Busselton Study.,"H. Bartholomew, Matthew Knuiman",10.1097/00043798-199808000-00009,https://doi.org/10.1097/00043798-199808000-00009,Journal of Cardiovascular Risk,15,1998
"The health-related quality-of-life of never smokers, ex-smokers, and light, moderate, and heavy smokers.","D. Wilson, J. Parsons, Melanie A Wakefield",10.1006/PMED.1999.0523,https://doi.org/10.1006/PMED.1999.0523,Preventive Medicine,226,1999
Augmenting varenicline treatment with transcranial direct current stimulation (tDCS) increases smoking abstinence rates at end of treatment,"Helena Zhang, T. Rajji, P. Selby, O. Melamed, Sophia Attwells, L. Zawertailo",10.1016/j.brs.2023.07.001,https://doi.org/10.1016/j.brs.2023.07.001,Brain Stimulation,1,2023
"Benefits of quitting smoking on work productivity and activity impairment in the United States, the European Union and China","C. Baker, N. Flores, K. Zou, Marianna Bruno, Vannessa J. Harrison",10.1111/ijcp.12900,https://doi.org/10.1111/ijcp.12900,International journal of clinical practice,59,2017
Characteristics of participants who stop smoking and sustain abstinence for 1 and 5 years in the Lung Health Study.,"R. Murray, L. Gerald, P. Lindgren, J. Connett, C. Rand, N. Anthonisen",10.1006/PMED.2000.0642,https://doi.org/10.1006/PMED.2000.0642,Preventive Medicine,81,2000
Breathing Life Into Lung Cancer Screening Trials.,"C. Dresler, W. Evans",10.1016/j.jtho.2022.08.012,https://doi.org/10.1016/j.jtho.2022.08.012,Journal of Thoracic Oncology,0,2022
Does Retirement Lead to Life Satisfaction? Causal Evidence from Fixed Effect Instrumental Variable Models,"H. Nguyen, F. Mitrou, C. Taylor, S. Zubrick",10.2139/SSRN.3634335,https://doi.org/10.2139/SSRN.3634335,-,7,2020
Smoking Cessation and Improvement in Mental Health Outcomes: Do People Who Quit Smoking by Switching to Electronic Cigarettes Experience Improvement in Mental Health?,"R. Dahal, K. Adhikari, S. Patten",10.1177/0706743720917775,https://doi.org/10.1177/0706743720917775,Canadian journal of psychiatry. Revue canadienne de psychiatrie,8,2020
Perceived Pain and Smoking Interrelations and Expectancies Are Associated With Pain and Smoking Cessation in Individuals With Mobility Impairments.,"R. Endrighi, Nicolle Rueras, S. Dunsiger, B. Borrelli",10.1093/ntr/ntz111,https://doi.org/10.1093/ntr/ntz111,Nicotine & Tobacco Research,11,2019
Change in mental health after smoking cessation: systematic review and meta-analysis,"Gemma Taylor, A. McNeill, A. Girling, A. Farley, Nicola Lindson-Hawley, P. Aveyard",10.1136/bmj.g1151,https://doi.org/10.1136/bmj.g1151,British medical journal,717,2014
"Smoking cessation and depressive symptoms at 1-, 3-, 6-, and 12-months follow-up.","Rubén Rodríguez-Cano, A. López‐Durán, Elena Fernández del Río, C. Martínez-Vispo, Ú. Martínez, E. Becoña",10.1016/j.jad.2015.11.042,https://doi.org/10.1016/j.jad.2015.11.042,Journal of Affective Disorders,37,2016
[Short- and long-term benefits of smoking cessation].,"J. Daver, R. Bierme",-,-,Annales de cardiologie et d'angeiologie,1,2001
Cerebral blood flow and cessation of cigarette smoking in healthy volunteers.,"K. Yamashita, S. Kobayashi, S. Yamaguchi",10.2169/INTERNALMEDICINE.39.891,https://doi.org/10.2169/INTERNALMEDICINE.39.891,Internal medicine,14,2000
Beneficios de dejar de fumar,"H. Pardell, E. Saltó",-,-,-,1,2004
Smoking status and subjective well-being,"Diana M. Weinhold, F. Chaloupka",10.1136/tobaccocontrol-2015-052601,https://doi.org/10.1136/tobaccocontrol-2015-052601,Tobacco Control,24,2016
The impact of smoking on health-related and overall quality of life: a general population survey in Finland.,"Hanne Heikkinen, P. Jallinoja, S. Saarni, K. Patja",10.1080/14622200802163142,https://doi.org/10.1080/14622200802163142,Nicotine & Tobacco Research,74,2008
Better Late Than Never: The Perceived Benefits of Smoking Cessation Among Women in Late Midlife,"J. Brook, E. Rubenstone, Chenshu Zhang, D. Brook",10.1080/10550887.2014.950028,https://doi.org/10.1080/10550887.2014.950028,Journal of Addictive  Diseases,2,2014
Smoking cessation for the secondary prevention of coronary heart disease.,"J. Critchley, S. Capewell",10.1002/14651858.CD003041.PUB3,https://doi.org/10.1002/14651858.CD003041.PUB3,Cochrane Database of Systematic Reviews,71,2003
"Quality of life in a smoking cessation program: lifestyle, anxiety, and depression","Daniela Junqueira de Faria, Adriana Ávila de Almeida, Igor Boaventura da Silva, I. Balducci, Celina Faig Lima Carta, D. Nicodemo, J. Dias Almeida",10.14295/BDS.2020.V23I4.2086,https://doi.org/10.14295/BDS.2020.V23I4.2086,-,0,2020
Assessing the impacts of smoking cessation and resumption on back pain risk in later life,"T. Ikeda, U. Cooray, M. Murakami, K. Osaka",10.1002/ejp.2139,https://doi.org/10.1002/ejp.2139,European Journal of Pain,3,2023
Change in mental health after smoking cessation,"G. Taylor, Alan Farley Ann  Girling, Amanda Lindson-Hawley",-,-,-,10,2014
Individual Variation in Psychological and Psychomotor Symptoms Following Smoking Cessation: The Implications for Treatment,"Hazel Gilbert, D. Warburton",10.1080/0887044032000069892,https://doi.org/10.1080/0887044032000069892,-,5,2003
"Abrupt quitting is more likely to work than gradual reduction of cigarettes, study finds",J. Wise,10.1136/bmj.i1521,https://doi.org/10.1136/bmj.i1521,British medical journal,0,2016
Nicotine dependence treatment: perceived health status improvement with 1-year continuous smoking abstinence.,"I. Croghan, D. Schroeder, J. Hays, K. M. Eberman, C. Patten, Emily J. Berg, R. Hurt",10.1093/EURPUB/CKI076,https://doi.org/10.1093/EURPUB/CKI076,European Journal of Public Health,31,2005
Smoking Cessation and Changes in Anxiety and Depression in Adults With and Without Psychiatric Disorders,"Angela Difeng Wu, Min Gao, P. Aveyard, Gemma Taylor",10.1001/jamanetworkopen.2023.16111,https://doi.org/10.1001/jamanetworkopen.2023.16111,JAMA Network Open,27,2023
Smoking and tobacco: working towards the endgame as a vital part of post-COVID-19 recovery.,J. Waterall,10.12968/bjon.2021.30.2.122,https://doi.org/10.12968/bjon.2021.30.2.122,British Journal of Nursing,2,2021
[Smoking from the perspective of positive psychology].,"E. Mojs, Maia Stanisławska-Kubiak, Maria Skommer, R. Wójciak",-,-,Przeglad lekarski,8,2009
Tobacco smoking and the British doctors' cohort,Peter Boyle,10.1038/sj.bjc.6602361,https://doi.org/10.1038/sj.bjc.6602361,British Journal of Cancer,9,2005
Smoking cessation and arrhythmic death: the CAST experience. The Cardiac Arrhythmia Suppression Trial (CAST) Investigators.,"R. Peters, M. Brooks, L. Todd, P. Liebson, L. Wilhelmsen",-,-,Journal of the American College of Cardiology,22,1995
Factors Associated with Smoking Cessation Attempts in Lung Cancer Screening: A Secondary Analysis of the National Lung Screening Trial.,"N. Thomas, R. Ward, N. Tanner, A. Rojewski, B. Toll, M. Gebregziabher, G. Silvestri",10.1016/j.chest.2022.08.2239,https://doi.org/10.1016/j.chest.2022.08.2239,Chest,1,2022
Why Won't Our Patients Stop Smoking?,D. Mannino,10.2337/dc09-S353,https://doi.org/10.2337/dc09-S353,Diabetes Care,10,2009
Health consequences of giving up smoking in a prospective population study of middle-aged Swedish men.,"Å. Hjalmarsson, K. Svärdsudd",10.1111/J.0954-6820.1981.TB09781.X,https://doi.org/10.1111/J.0954-6820.1981.TB09781.X,Acta Medica Scandinavica,3,2009
Strategic withdrawal from cigarette smoking,"A. Christen, K. Cooper",10.3322/CANJCLIN.29.2.96,https://doi.org/10.3322/CANJCLIN.29.2.96,Ca,18,1979
Life-years gained by smoking cessation after percutaneous coronary intervention.,"Sanneke P. M. de Boer, P. Serruys, G. Valstar, M. Lenzen, Peter J de Jaegere, F. Zijlstra, E. Boersma, R. V. van Domburg",10.1016/j.amjcard.2013.05.075,https://doi.org/10.1016/j.amjcard.2013.05.075,American Journal of Cardiology,17,2013
Mental health and smoking: effects on wellbeing,D. Robson,10.12968/BJOW.2010.1.9.22,https://doi.org/10.12968/BJOW.2010.1.9.22,-,0,2010
Smoking cessation.,W. Bailey,10.1378/chest.88.3.322,https://doi.org/10.1378/chest.88.3.322,Chest,0,1985
Effects of smoking cessation on pain in older adults.,"Yu Shi, W. Hooten, D. O. Warner",10.1093/ntr/ntr097,https://doi.org/10.1093/ntr/ntr097,Nicotine & Tobacco Research,30,2011
Smoking and Quality of Life - Is there really an association? Evidence from a Nepalese sample,"R. Sagtani, S. Thapa, A. Sagtani",10.1371/journal.pone.0221799,https://doi.org/10.1371/journal.pone.0221799,PLoS ONE,13,2019
Childhood mental ability and smoking cessation in adulthood: prospective observational study linking the Scottish Mental Survey 1932 and the Midspan studies,"Michelle D. Taylor, C. Hart, G. D. Smith, J. Starr, D. Hole, L. Whalley, Valerie Wilson, I. Deary",10.1136/JECH.57.6.464,https://doi.org/10.1136/JECH.57.6.464,Journal of Epidemiology and Community Health,173,2003
Smoking cessation Through Optimization of clinical care in Pregnancy: The STOP pragmatic randomized controlled trial.,"Brendan P. McDonnell, P. Dicker, S. Keogan, L. Clancy, C. Regan",10.1016/j.ajogmf.2022.100763,https://doi.org/10.1016/j.ajogmf.2022.100763,American Journal of Obstetrics & Gynecology MFM,3,2022
Smoking cessation for improving mental health,"Gemma M J Taylor, Ann McNeill, A. Farley, N. Lindson, P. Aveyard",10.1002/14651858.cd013522,https://doi.org/10.1002/14651858.cd013522,Cochrane Database of Systematic Reviews,153,2020
"Stopping smoking may improve mental health, Cochrane review finds",Elisabeth Mahase,10.1136/bmj.n676,https://doi.org/10.1136/bmj.n676,British medical journal,1,2021
Stress-related expectations about smoking cessation and future quit attempts and abstinence - a prospective study in daily smokers who wish to quit☆,"L. Skov-Ettrup, K. K. Egan, P. Dalum, J. Tolstrup",10.1016/j.pmedr.2017.03.004,https://doi.org/10.1016/j.pmedr.2017.03.004,Preventive medicine reports,4,2017
Effect of Post–Smoking Cessation Weight Gain,A. Brett,10.1056/NEJM-JW.NA47272,https://doi.org/10.1056/NEJM-JW.NA47272,-,0,2018
"Immediate, Remote Smoking Cessation Intervention in Participants Undergoing a Targeted Lung Health Check","P. Williams, Keir E J Philip, N. Gill, Deirdre Flannery, S. Buttery, E. Bartlett, A. Devaraj, S. Kemp, J. Addis, J. Derbyshire, Michelle M. Chen, K. Morris, A. Laverty, N. Hopkinson",10.1016/j.chest.2022.06.048,https://doi.org/10.1016/j.chest.2022.06.048,medRxiv,15,2022
New research examines tobacco‐cessation treatment,Valerie A. Canady,10.1002/mhw.33123,https://doi.org/10.1002/mhw.33123,Mental Health Weekly,0,2022
Comprehensive Assessment of Lifetime Cigarette Smoking and Its Association with Health-Related Quality of Life among Older US Adults—A Cross-sectional Study,"J. Sargent, J. Ozga, Cassandra A Stanton, Zhiqun Tang, Laura M. Paulin",10.21203/rs.3.rs-5319716/v1,https://doi.org/10.21203/rs.3.rs-5319716/v1,Research Square,0,2024
Changes After Quitting Cigarette Smoking,"G. Friedman, A. Siegelaub",10.1161/01.CIR.61.4.716,https://doi.org/10.1161/01.CIR.61.4.716,Circulation,68,1980
Experienced Effects on Well-Being following Smoking Cessation: Findings from the 2020 ITC Four Country Smoking and Vaping Survey,"Lin Li, R. Borland, H. Yong, Shannon Gravely, G. Fong, K. Cummings, Katherine A. East, Michael R. Le Grande",10.3390/ijerph191610037,https://doi.org/10.3390/ijerph191610037,International Journal of Environmental Research and Public Health,3,2022
Electronic Cigarettes and Smoking Cessation.,L. Bauld,10.1093/ntr/ntw207,https://doi.org/10.1093/ntr/ntw207,Nicotine & Tobacco Research,5,2016
The effect of smoking in midlife on health-related quality of life in old age: a 26-year prospective study.,"A. Strandberg, T. Strandberg, K. Pitkälä, V. Salomaa, R. Tilvis, T. Miettinen",10.1001/archinte.168.18.1968,https://doi.org/10.1001/archinte.168.18.1968,Archives of Internal Medicine,116,2008
Intention to quit smoking: Is the partner’s smoking status associated with the smoker’s intention to quit?,"J. Rüge, S. Ulbricht, A. Schumann, H. Rumpf, U. John, C. Meyer",10.1080/10705500802365607,https://doi.org/10.1080/10705500802365607,International Journal of Behavioral Medicine,44,2008
Possible New Symptoms of Tobacco Withdrawal III: Reduced Positive Affect-A Review and Meta-analysis.,"Elias M. Klemperer, J. Hughes, Catherine Peasley-Miklus, P. Callas, Jessica W Cook, Joanna M. Streck, Nicolas E Morley",10.1093/ntr/ntaa044,https://doi.org/10.1093/ntr/ntaa044,Nicotine & Tobacco Research,10,2020
Does smoking cessation improve Quality of Life in patients with coronary heart disease?,"P. Quist-Paulsen, P. Bakke, F. Gallefoss",10.1080/14017430500384855,https://doi.org/10.1080/14017430500384855,Scandinavian Cardiovascular Journal,33,2006
Smoking cessation is associated with lower rates of mood/anxiety and alcohol use disorders,"Patricia A. Cavazos-Rehg, Naomi Breslau, Dorothy K. Hatsukami, Melissa J. Krauss, E. Spitznagel, R. Grucza, Patricia Salyer, Sarah M. Hartz, L. Bierut",10.1017/S0033291713003206,https://doi.org/10.1017/S0033291713003206,Psychological Medicine,83,2014
Authors’ reply to Sanderson and colleagues,"P. Aveyard, Gemma Taylor, Nicola Lindson-Hawley, A. McNeill",10.1136/bmj.g2031,https://doi.org/10.1136/bmj.g2031,British medical journal,1,2014
The total lifetime health cost savings of smoking cessation to society.,"Susanne R. Rasmussen, E. Prescott, T. Sørensen, J. Søgaard",10.1093/EURPUB/CKI024,https://doi.org/10.1093/EURPUB/CKI024,European Journal of Public Health,73,2005
Not smoking is associated with lower risk of hypertension: results of the Olivetti Heart Study.,"L. D’elia, D. De Palma, G. Rossi, V. Strazzullo, O. Russo, R. Iacone, V. Fazio, P. Strazzullo, F. Galletti",10.1093/eurpub/ckt041,https://doi.org/10.1093/eurpub/ckt041,European Journal of Public Health,38,2014
Non smoking for successful aging: therapeutic perspectives.,"Vittorio Nicita-Mauro, G. Maltese, C. Nicita-Mauro, A. Lasco, Giorgio Basile",10.2174/138161210790883552,https://doi.org/10.2174/138161210790883552,Current pharmaceutical design,16,2010
University of Birmingham Does smoking cessation result in improved mental health? A comparison of regression modelling and propensity score matching,"Gemma Taylor, A. Girling, A. McNeill, P. Aveyard",-,-,-,0,2015
Examining the association of smoking with work productivity and associated costs in Japan,"Kiyomi Suwa, N. Flores, Reiko Yoshikawa, R. Goto, J. Vietri, A. Igarashi",10.1080/13696998.2017.1352507,https://doi.org/10.1080/13696998.2017.1352507,Journal of Medical Economics,32,2017
TEMPORARY REMOVAL: Neighbourhood greenspace and smoking prevalence: Results from a nationally representative survey in England.,"Leanne Martin, M. White, S. Pahl, J. May, B. Wheeler",10.1016/j.socscimed.2020.113448,https://doi.org/10.1016/j.socscimed.2020.113448,Social Science & Medicine (1967),18,2020
A reduction in cigarette smoking improves health-related quality of life and does not worsen psychiatric symptoms in individuals with serious mental illness.,"Daniel J. Brady, P. Phalen, Daniel J O Roche, Tovah Cowan, Melanie E. Bennett",10.1016/j.addbeh.2023.107949,https://doi.org/10.1016/j.addbeh.2023.107949,Addictive Behaviours,1,2023
Methods for Stopping Cigarette Smoking,-,10.7326/0003-4819-105-2-281,https://doi.org/10.7326/0003-4819-105-2-281,-,6,1999
Changes in health-related quality of life with smoking cessation treatment.,"J. Hays, I. Croghan, C. Baker, J. Cappelleri, A. Bushmakin",10.1093/eurpub/ckq137,https://doi.org/10.1093/eurpub/ckq137,European Journal of Public Health,40,2012
Effect of Smoking Cessation after TIA or Ischemic Stroke,"R. Taj, R. Verma",10.5958/2321-1032.2019.00030.5,https://doi.org/10.5958/2321-1032.2019.00030.5,International Journal of Contemporary Medicine,0,2019
Smoking and intention to quit in deprived areas of Glasgow: is it related to housing improvements and neighbourhood regeneration because of improved mental health?,"L. Bond, M. Egan, A. Kearns, Julie Clark, C. Tannahill",10.1136/jech-2012-201828,https://doi.org/10.1136/jech-2012-201828,Journal of Epidemiology and Community Health,14,2012
Smoking cessation changing the mortality risk.,"V. Su, Kuang-Yao Yang",10.1016/j.jcma.2017.02.002,https://doi.org/10.1016/j.jcma.2017.02.002,Journal of the Chinese Medical Association,1,2017
"PS35 The Role of Time Preference in Smoking Cessation: A Longitudinal Analysis of Data from the Household Income and Labour Dynamics of Australia Survey, 2001-08","J. Adams, H. Brown",10.1136/jech-2012-201753.134,https://doi.org/10.1136/jech-2012-201753.134,Journal of Epidemiology and Community Health,0,2012
Identifying mechanisms that link pain to smoking relapse during a quit attempt.,"Adam C. Alexander, Joseph J C Waring, Emily T. Hébert, C. Ra, Neal Rangu, Darla E. Kendzor, M. Businelle",10.1037/adb0000595,https://doi.org/10.1037/adb0000595,Psychology of Addictive Behaviors,5,2021
The relationship between nicotine cessation and mental disorders in a nationally representative sample.,"S. Donald, H. Chartrand, J. Bolton",10.1016/j.jpsychires.2013.05.011,https://doi.org/10.1016/j.jpsychires.2013.05.011,Journal of Psychiatric Research,26,2013
SELF-INCENTIVES UNIQUELY BOOST SMOKING CESSATION 1 Self-Incentives Uniquely Boost Cessation in Community-based Stop Smoking Programs: Randomized Controlled Trial Authors,"Emma Brown, Debbie M. Smith, C. Armitage",-,-,-,0,2018
Dynamics of smoking cessation and health-related quality of life among Canadians.,"M. Shields, R. Garner, K. Wilkins",-,-,Health reports,19,2013
"How Does Smoking Cessation Affect Disease Activity, Function Loss, and Quality of Life in Smokers With Ankylosing Spondylitis?","S. Dülger, İlknur Aykurt Karlıbel, M. Kasapoğlu aksoy, L. Altan, Özlem Şengören Dikiş, T. Yıldız",10.1097/RHU.0000000000000851,https://doi.org/10.1097/RHU.0000000000000851,Journal of clinical rheumatology,16,2019
"Mortality and life expectancy in relation to long-term cigarette, cigar and pipe smoking: The Zutphen Study","M. Streppel, H. Boshuizen, M. Ocké, F. Kok, D. Kromhout",10.1136/tc.2006.017715,https://doi.org/10.1136/tc.2006.017715,Tobacco Control,72,2007
"Yearning to Breathe Free ? Cigarette Taxes , Smoking Bans , and the Well-Being of Smokers","Kevin Callison, Silda Nikaj, Rujun Zhao",-,-,-,0,2018
Smoke & Thriving: an ecological study,"G. Torre, D. Mipatrini, M. C. Grassi",10.2427/11160,https://doi.org/10.2427/11160,Epidemiology Biostatistics and Public Health,0,2015
Smoking and life expectancy among U.S. veterans.,E. Rogot,10.2105/AJPH.68.10.1023,https://doi.org/10.2105/AJPH.68.10.1023,American Journal of Public Health,19,1978
The cost-effectiveness of the English smoking treatment services: evidence from practice.,"C. Godfrey, S. Parrott, T. Coleman, Elspeth Pound",10.1111/J.1360-0443.2005.01071.X,https://doi.org/10.1111/J.1360-0443.2005.01071.X,Addiction,98,2005
In the clinic. Smoking cessation.,J. Wilson,10.7326/0003-4819-146-3-200702060-01002,https://doi.org/10.7326/0003-4819-146-3-200702060-01002,Annals of Internal Medicine,1,2007
Stopping smoking might reduce tumour recurrence in nonmuscle‐invasive bladder cancer,"Chung-Hsin Chen, C. Shun, Kuo-How Huang, Chao-yuan Huang, Y. Tsai, Hong‐Jeng Yu, Y. Pu",10.1111/j.1464-410X.2007.06873.x,https://doi.org/10.1111/j.1464-410X.2007.06873.x,BJU International,118,2007
Efficacy of a Self-Help Assisted Program for Smoking Cessation,"A. D. Rosa, G. Borghi, L. Casali, M. Consiglio, D. Gervino, E. Torre, M. Tenconi",10.1007/978-1-4615-1907-2_187,https://doi.org/10.1007/978-1-4615-1907-2_187,-,0,1995
References,-,10.1002/9781119139676.refs,https://doi.org/10.1002/9781119139676.refs,"Cognitive-Behavioral Therapy, Mindfulness, and Hypnosis for Smoking Cessation",0,2018
Smoking cessation,R. Nutter,10.1007/bf03275277,https://doi.org/10.1007/bf03275277,-,0,1999
Smoking cessation and body weight: evidence from the Behavioral Risk Factor Surveillance Survey.,"Panagiotis Kasteridis, S. Yen",10.1111/j.1475-6773.2012.01380.x,https://doi.org/10.1111/j.1475-6773.2012.01380.x,Health Services Research,34,2012
"Changes in biomarkers of endothelial function, oxidative stress, inflammation and lipids after smoking cessation: A cohort study","M. Colsoul, N. Goderniaux, S. Onorati, Stéphanie Dupuis, J. Jamart, Dominique Vanpee, I. Berlin, L. Galanti",10.1111/eci.13996,https://doi.org/10.1111/eci.13996,European Journal of Clinical Investigation,9,2023
Changing social gradients in cigarette smoking and cessation over two decades of adult follow-up in a British birth cohort.,"B. Jefferis, C. Power, H. Graham, O. Manor",10.1093/PUBMED/FDH110,https://doi.org/10.1093/PUBMED/FDH110,Journal of public health,101,2004
Simulation of quitting smoking in the military shows higher lifetime medical spending more than offset by productivity gains.,"Wenya Yang, Timothy M. Dall, Yiduo Zhang, Shiping Zhang, D. Arday, Patricia Dorn, Anjali Jain",10.1377/hlthaff.2010.1048,https://doi.org/10.1377/hlthaff.2010.1048,Health Affairs,7,2012
Interventions for preventing weight gain after smoking cessation.,"A. Parsons, Mujahed Shraim, Jennie Inglis, P. Aveyard, P. Hajek",10.1002/14651858.CD006219.pub2,https://doi.org/10.1002/14651858.CD006219.pub2,Cochrane Database of Systematic Reviews,273,2009
Smoking Cessation After a Cancer Diagnosis Is Associated With Improved Survival.,"G. Warren, A. Alberg, K. Cummings, C. Dresler",10.1016/j.jtho.2020.02.002,https://doi.org/10.1016/j.jtho.2020.02.002,Journal of Thoracic Oncology,22,2020
"Do stress, life satisfaction, depression and alcohol use predict quitting among Aboriginal and Torres Strait Islander smokers?","David P. Thomas, Maureen E Davey, Anke E Sterren, K. Panaretto, Louise Lyons",10.1111/1753-6405.12993,https://doi.org/10.1111/1753-6405.12993,Australian and New Zealand Journal of Public Health,3,2020
The problem of tobacco smoking,R. Edwards,10.1136/BMJ.328.7433.217,https://doi.org/10.1136/BMJ.328.7433.217,British medical journal,289,2004
Smoking Cessation Bestows Multiple Mental Health Benefits,J. Arehart-treichel,10.1176/APPI.PN.2014.4B4,https://doi.org/10.1176/APPI.PN.2014.4B4,-,0,2014
How strongly related are health status and subjective well-being? Systematic review and meta-analysis,"K. Ngamaba, M. Panagioti, C. Armitage",10.1093/eurpub/ckx081,https://doi.org/10.1093/eurpub/ckx081,European Journal of Public Health,231,2017
Comparison of the health and well-being of smoking and non-smoking school-aged children in Ireland.,"David S Evans, A. O'Farrell, A. Sheridan, P. Kavanagh",10.1111/cch.12681,https://doi.org/10.1111/cch.12681,"Child: Care, Health and Development",8,2019
Systematic review summary: smoking cessation interventions for smokers with current or past depression,Neville Christine,-,-,-,0,2015
Association of smoking and smoking cessation,"Woodward, F. Barzi, R. Huxley, K. Jamrozik, T. Lam, H. Ueshima, D. Gu",-,-,-,0,2008
Impact of smoking and smoking cessation on health-related quality of life in women in the Nurses’ Health Study,"L. Sarna, S. Bialous, M. Cooley, Hee-Jin Jun, D. Feskanich",10.1007/s11136-008-9404-8,https://doi.org/10.1007/s11136-008-9404-8,Quality of Life Research,109,2008
Improving smoking cessation approaches at the individual level,"P. Aveyard, M. Raw",-,-,-,0,-
Smoking cessation and absence from work.,"M. Wooden, R. Bush",10.1006/PMED.1995.1084,https://doi.org/10.1006/PMED.1995.1084,Preventive Medicine,23,1995
"Depression, smoking and smoking cessation: a qualitative study.","Nicole Clancy, N. Zwar, R. Richmond",10.1093/fampra/cmt032,https://doi.org/10.1093/fampra/cmt032,Family Practice,52,2013
"ABSTRACT Smoking Bans, Cigarette Prices and Life Satisfaction *","A. Stutzer, Peter Merian-Weg",-,-,-,0,2013
"Smoking Cessation in a Woman With Breast Cancer, Cardiovascular Problems, and Depressive Symptomatology: Case Study","C. Martínez-Vispo, E. Becoña",10.1177/2158244017712771,https://doi.org/10.1177/2158244017712771,-,0,2017
Dietary supplementation with a wild green oat extract (Avena sativa L.) to improve wellness and wellbeing during smoking reduction or cessation: a randomized double-blind controlled study,"Marina Friling, A. García-Muñoz, Arava Lavie, Silvia Pérez-Piñero, Desirée Victoria-Montesinos, F. J. López-Román, Ana I. García-Guillén, Juan Carlos Muñoz-Carrillo, F. Cánovas, Eran Ivanir, Jonna Jalanka",10.3389/fnut.2024.1405156,https://doi.org/10.3389/fnut.2024.1405156,Frontiers in Nutrition,0,2024
"Characteristics of smokers' attitudes towards stopping: survey of 10,295 smokers in representative samples from 17 European countries","P. Boyle, S. Gandini, C. Robertson, W. Zatoński, K. Fagerström, K. Slama, M. Kunze, N. Gray",10.1093/EURPUB/10.SUPPL_3.5,https://doi.org/10.1093/EURPUB/10.SUPPL_3.5,-,61,2000
A quantitative estimate of the clinical significance of treating tobacco dependence.,J. Hughes,10.1016/j.amepre.2010.05.002,https://doi.org/10.1016/j.amepre.2010.05.002,American Journal of Preventive Medicine,14,2010
Social aspects of tobacco addiction and the quality of life of people smoking and non-smoking tobacco.,S. Kałucka,-,-,Przeglad lekarski,7,2012
Gain in survival due to smoking cessation in the Italian population,"G. Carreras, A. Martini, G. Gorini, L. Carrozzi, F. Pistelli, Carlo Zerbino, Franco Falcone, G. Viegi",-,-,-,0,2012
The health benefits of smoking cessation.,R. Mulcahy,10.1001/jama.1990.03450150028009,https://doi.org/10.1001/jama.1990.03450150028009,Irish medical journal,353,1990
Cessation of smoking and body weight.,"K. Ward, R. Klesges, M. Weg",10.1002/0470846739.CH22,https://doi.org/10.1002/0470846739.CH22,-,30,2002
Effects of stopping smoking for 48 hours on oxygen availability from the blood: a study on pregnant women.,"J. Davies, I. P. Latto, J. Jones, A. Veale, C. Wardrop",10.1136/bmj.2.6186.355,https://doi.org/10.1136/bmj.2.6186.355,British medical journal,28,1979
"Smoking, Smoking Cessation, and Lung Cancer Screening in the NELSON Trial",C. M. Aalst,-,-,-,0,2011
The impact of expectations and satisfaction on the initiation and maintenance of smoking cessation: an experimental test.,"Andrew W. Hertel, Emily A. Finch, Kristina M. Kelly, Christie M. King, H. Lando, J. Linde, R. Jeffery, Alexander J. Rothman",10.1037/0278-6133.27.3(SUPPL.).S197,https://doi.org/10.1037/0278-6133.27.3(SUPPL.).S197,Health Psychology,33,2008
Functional beliefs about smoking and quitting activity among adult smokers in four countries: findings from the International Tobacco Control Four-Country Survey.,"H. Yong, R. Borland",10.1037/0278-6133.27.3(SUPPL.).S216,https://doi.org/10.1037/0278-6133.27.3(SUPPL.).S216,Health Psychology,45,2008
Smoking cessation services can also help improve mental health.,-,10.7748/ns.31.24.16.s18,https://doi.org/10.7748/ns.31.24.16.s18,Nursing Standard,0,2017
Does smoking cessation improve mental health?,"Y. Mino, J. Shigemi, T. Otsu, T. Tsuda, A. Babazono",10.1046/j.1440-1819.2000.00654.x,https://doi.org/10.1046/j.1440-1819.2000.00654.x,Psychiatry and Clinical Neurosciences,34,2000
Economic Evaluation of the effect of Quitting Smoking on Weight Gains: Evidence from the United Kingdom.,"L. Pieroni, L. Minelli, L. Salmasi",10.1016/j.jval.2015.06.008,https://doi.org/10.1016/j.jval.2015.06.008,Value in Health,6,2015
"Smoking Bans, Leisure Time and Subjective Well-being",Cornelia Chadi,10.1007/s10902-022-00580-9,https://doi.org/10.1007/s10902-022-00580-9,Journal of Happiness Studies,0,2022
