Title,Authors,DOI,DOI link,Venue,Citation count,Year
An empowerment programme to improve diet quality during pregnancy – the Power 4 a Healthy Pregnancy cluster randomised controlled trial,"Renske M. van Lonkhuijzen, Jeanne H. M. de Vries, E. Brouwer-Brolsma, Susanne Cremers, J. Faessen, E. Feskens, Annemarie Wagemakers",10.1186/s12889-025-21344-z,https://doi.org/10.1186/s12889-025-21344-z,BMC Public Health,0,2025
Health Philosophy of Dietitians and Its Implications for Life Satisfaction: An Exploratory Study,"P. Grace-Farfaglia, Denise Pickett-Bernard, Andrea White Gorman, Jaleh Dehpahlavan",10.3390/bs7040067,https://doi.org/10.3390/bs7040067,Behavioral Science,5,2017
“I’m eating healthy now”: The relationship between perceived behavior change and diet,"Hermann Szymczak, Lucas Keller, Luka J Debbeler, Josianne Kollmann, Nadine C. Lages, Gudrun Sproesser, P. Gollwitzer, H. Schupp, B. Renner",10.1016/j.foodqual.2020.104142,https://doi.org/10.1016/j.foodqual.2020.104142,-,6,2021
Low-FODMAP Diet Is Associated With Improved Quality of Life in IBS Patients-A Prospective Observational Study.,"Tim L Kortlever, S. Ten Bokkel Huinink, M. Offereins, Clarice Hebblethwaite, L. O'Brien, Julie Leeper, C. Mulder, J. Barrett, R. Gearry",10.1002/ncp.10233,https://doi.org/10.1002/ncp.10233,Nutrition in clinical practice,25,2019
643 Is there an association between diet and depression in children and adolescents? An updated systematic review,Luke Green,10.1136/archdischild-2023-rcpch.585,https://doi.org/10.1136/archdischild-2023-rcpch.585,Paediatric Mental Health Association,0,2023
"Relationships between diet quality, food satisfaction and life satisfaction in mother-adolescent dyads.","B. Schnettler, E. Miranda-Zapata, L. Orellana, G. Lobos, M. Lapo, Cristian Adasme-Berríos, K. Grunert",10.1590/0102-311xen209121,https://doi.org/10.1590/0102-311xen209121,Cadernos de Saúde Pública,4,2022
The Association Between Dietary Patterns at Midlife and Health in Aging,"C. Samieri, Qi Sun, Mary K. Townsend, Stephanie E. Chiuve, O. Okereke, W. Willett, M. Stampfer, F. Grodstein",10.7326/0003-4819-159-9-201311050-00004,https://doi.org/10.7326/0003-4819-159-9-201311050-00004,Annals of Internal Medicine,97,2013
Positive Parenting Improves Multiple Aspects of Health and Well-Being in Young Adulthood,"Ying Chen, J. Haines, Brittany M. Charlton, T. VanderWeele",10.1038/s41562-019-0602-x,https://doi.org/10.1038/s41562-019-0602-x,Nature Human Behaviour,75,2019
Physical activity and Baltic Sea diet are interactively related to higher life satisfaction in community-living older Finnish women: OSTPRE-FPS study,"Masoud Isanejad, H. Koivumaa-Honkanen, Diana Ruiz de Santiago, R. Honkanen, T. Rikkonen, J. Sirola, H. Kröger, A. Erkkilä",10.1017/S000711451900240X,https://doi.org/10.1017/S000711451900240X,British Journal of Nutrition,4,2019
Associations between dietary behaviours and the mental and physical well-being of Swedish adolescents,"K. Jonsson, Cameron Kymani Bailey, M. Corell, P. Löfstedt, N. Adjei",10.1186/s13034-024-00733-z,https://doi.org/10.1186/s13034-024-00733-z,Child and Adolescent Psychiatry and Mental Health,2,2024
Importance of Diet Quality and Healthy Lifestyle Assessment,C. Gezer,10.31031/RISM.2018.02.000532,https://doi.org/10.31031/RISM.2018.02.000532,-,0,2018
Associations Between Meal Planning and Food Ordering Features of a Digital Precision Nutrition Platform and Improvements in Diet Quality,"Emily A Hu, Mahesh Pasupuleti, Viet Nguyen, D. Shurney, Jason Langheier",10.1093/CDN/NZAB052_003,https://doi.org/10.1093/CDN/NZAB052_003,-,0,2021
Fostering wellbeing and healthy lifestyles through conviviality and commensality: Underappreciated benefits of the Mediterranean Diet.,"Elisabetta Bernardi, Francesco Visioli",10.1016/j.nutres.2024.03.007,https://doi.org/10.1016/j.nutres.2024.03.007,Nutrition Research,7,2024
Self regulation and diet as predictors of life satisfaction,"Kala Frye, J. Morrell, G. Carey, R. Warner",10.1096/fasebj.27.1_supplement.626.8,https://doi.org/10.1096/fasebj.27.1_supplement.626.8,-,0,2013
"Comfort eating: An observational study of affect in the hours immediately before, and after, snacking.","S. Franja, D. Wahl, Katherine G Elliston, S. G. Ferguson",10.1111/bjhp.12505,https://doi.org/10.1111/bjhp.12505,British Journal of Health Psychology,13,2021
Achieving eatwell plate recommendations: is this a route to improving both sustainability and healthy eating?,"J. Harland, J. Buttriss, S. Gibson",10.1111/J.1467-3010.2012.01988.X,https://doi.org/10.1111/J.1467-3010.2012.01988.X,-,32,2012
In the Labyrinth of Dietary Patterns and Well-Being—When Eating Healthy Is Not Enough to Be Well,"Renata Nestorowicz, E. Jerzyk, A. Rogala",10.3390/ijerph19031259,https://doi.org/10.3390/ijerph19031259,International Journal of Environmental Research and Public Health,6,2022
70 Can a Wholefood Plant-based Diet Affect Healthy Ageing?,Ailin O'Mullan,10.1093/ageing/afz103.38,https://doi.org/10.1093/ageing/afz103.38,Age and Ageing,0,2019
A first glance into the black box of life satisfaction surrounding childbearing,"A. Aassve, F. Luppi, Letizia Mencarini",10.1007/s12546-021-09267-z,https://doi.org/10.1007/s12546-021-09267-z,Journal of Population Research,10,2021
"The Validity of Self-reported Dietary Intake Data: Focus on the ""What We Eat In America"" Component of the National Health and Nutrition Examination Survey Research Initiative.","B. Davy, P. Estabrooks",10.1016/j.mayocp.2015.05.009,https://doi.org/10.1016/j.mayocp.2015.05.009,Mayo Clinic proceedings,25,2015
"Hábitos alimentarios, imagen corporal y bienestar emocional: mens sana in corpore sano","M. Miravet, R. B. Arnal, J. C. Calvo, V. C. Carrasco, M. B. Bover",10.17060/ijodaep.2020.n1.v1.1793,https://doi.org/10.17060/ijodaep.2020.n1.v1.1793,-,1,2020
A tool for assessing the satisfaction of a diet: Development and preliminary validation of the Diet Satisfaction Score.,"M. Jospe, J. Haszard, R. Taylor, Y. Freedhoff",10.1111/1747-0080.12591,https://doi.org/10.1111/1747-0080.12591,Nutrition & Dietetics,14,2020
Food insecurity and poor diet quality are associated with reduced quality of life in older adults,"J. Russell, V. Flood, H. Yeatman, Jie-Jin Wang, P. Mitchell",10.1111/1747-0080.12263,https://doi.org/10.1111/1747-0080.12263,-,64,2016
The Relationship Between Life Satisfaction and Healthcare Utilization: A Longitudinal Study.,"V. Goel, L. Rosella, L. Fu, Amanda Alberga",10.1016/j.amepre.2018.04.004,https://doi.org/10.1016/j.amepre.2018.04.004,American Journal of Preventive Medicine,31,2018
"Specific psychological variables predict quality of diet in women of lower, but not higher, educational attainment","W. Lawrence, W. Schlotz, S. Crozier, T. Skinner, C. Haslam, S. Robinson, H. Inskip, C. Cooper, M. Barker",10.1016/j.appet.2010.11.003,https://doi.org/10.1016/j.appet.2010.11.003,Appetite,30,2011
"Eating, Drinking, and Well-Being",Andrew P. Smith,10.1007/978-3-319-75388-1_174-1,https://doi.org/10.1007/978-3-319-75388-1_174-1,Handbook of Eating and Drinking,1,2020
"Relationship between life satisfaction and preventable hospitalisations: a population-based cohort study in Ontario, Canada","E. De Prophetis, V. Goel, T. Watson, L. Rosella",10.1136/bmjopen-2019-032837,https://doi.org/10.1136/bmjopen-2019-032837,BMJ Open,11,2020
Easy Diet Screener: A quick and easy tool for determining dietary patterns associated with lipid profile and body adiposity.,A. Malinowska,10.1111/jhn.12973,https://doi.org/10.1111/jhn.12973,Journal of human nutrition and dietetics (Print),5,2021
Food and Mood: Diet Quality is Inversely Associated with Depressive Symptoms in Female University Students.,"R. Quehl, J. Haines, Stephen P. Lewis, A. Buchholz",10.3148/cjdpr-2017-007,https://doi.org/10.3148/cjdpr-2017-007,Canadian journal of dietetic practice and research,25,2017
Healthy Sleep Leads to Improved Nutrition and Exercise in College Healthy Sleep Leads to Improved Nutrition and Exercise in College Females Females,-,-,-,-,0,-
The relationship between depressive symptoms and dietary intake in people at high risk of cardiovascular diseases,"W. Alfawaz, N. Guess, K. Ismail, K. Stewart",10.1017/S0029665119000788,https://doi.org/10.1017/S0029665119000788,Proceedings of the Nutrition Society,0,2019
"Diet, lifestyle and chronic disease burden",E. Struijk,-,-,-,0,2014
Healthy eating in hard times?,P. Monsivais,10.1016/j.jand.2021.12.008,https://doi.org/10.1016/j.jand.2021.12.008,Journal of the Academy of Nutrition and Dietetics,0,2021
"Dietary patterns and 15-y risks of major coronary events, diabetes, and mortality.","E. Brunner, A. Mosdøl, D. Witte, P. Martikainen, M. Stafford, M. Shipley, M. Marmot",10.1093/AJCN/87.5.1414,https://doi.org/10.1093/AJCN/87.5.1414,American Journal of Clinical Nutrition,281,2008
The Effects of the UK Pregnancies Better Eating and Activity Trial Intervention on Dietary Patterns in Obese Pregnant Women Participating in a Pilot Randomized Controlled Trial,"A. Flynn, C. Schneeberger, Paul Townsend Seed, S. Barr, L. Poston, L. Goff",10.4137/NMI.S29529,https://doi.org/10.4137/NMI.S29529,Nutrition and Metabolic Insights,5,2015
Investigation of the Associations between Diet Quality and Health-Related Quality of Life in a Sample of Swedish Adolescents,"Callum Regan, Hedda Walltott, Karin Kjellenberg, G. Nyberg, B. Helgadóttir",10.3390/nu14122489,https://doi.org/10.3390/nu14122489,Nutrients,14,2022
"Is the frequency of breakfast consumption associated with life satisfaction in children and adolescents? A cross-sectional study with 154,151 participants from 42 countries","J. López-Gil, Mark A. Tully, C. Cristi‐Montero, Javier Brazo-Sayavera, A. Gaya, Joaquín Calatayud, R. López‐Bueno, Lee Smith",10.1186/s12937-024-00979-5,https://doi.org/10.1186/s12937-024-00979-5,Nutrix Journal,2,2024
Healthy diets and men's contribution to fertility; is semen quality good enough?,J. Chavarro,10.1016/j.fertnstert.2017.03.004,https://doi.org/10.1016/j.fertnstert.2017.03.004,Fertility and Sterility,6,2017
Higher diet quality is associated with short and long-term benefits on SF-6D health state utilities: a 5-year cohort study in an international sample of people with multiple sclerosis,"Harry Kirkland, Julie A. Campbell, J. Reece, N. Nag, Y. Probst, S. Neate, Alysha M. De Livera, George A Jelinek, S. Simpson-Yap",10.1007/s11136-023-03361-w,https://doi.org/10.1007/s11136-023-03361-w,Quality of Life Research,5,2023
Food and Nutrition-Related Diseases: The Global Challenge,Kaveri Hanmanthappa,-,-,-,3,2018
Global Improvement in Dietary Quality Could Lead to Substantial Reduction in Premature Death.,"Dong D. Wang, Yanping Li, A. Afshin, M. Springmann, D. Mozaffarian, M. Stampfer, F. Hu, C. Murray, W. Willett",10.1093/jn/nxz010,https://doi.org/10.1093/jn/nxz010,Journal of NutriLife,121,2019
"Diet in Early Life Is Related to Child Mental Health and Personality at 8 Years: Findings from the Norwegian Mother, Father and Child Cohort Study (MoBa)","Kristine Vejrup, E. Hillesund, N. Agnihotri, C. Helle, N. Øverby",10.3390/nu15010243,https://doi.org/10.3390/nu15010243,Nutrients,7,2023
Changes in diet quality across life transitions from adolescence to early adulthood: a latent growth analysis,"Yinhua Tao, Melanie Wall, N. Larson, D. Neumark-Sztainer, E. M. Winpenny",10.1101/2024.02.14.24302819,https://doi.org/10.1101/2024.02.14.24302819,medRxiv,6,2024
Life satisfaction and diet in transition: evidence from the Russian Longitudinal Monitoring Survey,"S. Huffman, M. Rizov",10.1111/AGEC.12442,https://doi.org/10.1111/AGEC.12442,Agricultural Economics,5,2018
Improving Health Through Diet,Ammar Ahmad Khan,10.54393/df.v4i02.80,https://doi.org/10.54393/df.v4i02.80,DIET FACTOR (Journal of Nutritional &amp; Food Sciences),0,2023
213Traditional Japanese Diet Score and healthy life expectancy - a longitudinal global study,"T. Imai, A. Sezaki, K. Miyamoto, C. Abe, F. Kawase, Y. Shirai, A. Inden, T. Kato, Masako Sanada, H. Shimokata",10.1093/ije/dyab168.310,https://doi.org/10.1093/ije/dyab168.310,International Journal of Epidemiology,0,2021
P1003 Dietary pattern can influence the level of fatigue in patients with Inflammatory Bowel Disease in remission,"T. Stroie, C. Preda, D. Istratescu, M. Nițescu, T. Mănuc, M. Mănuc, C. Meianu, A. Andrei, C. Ciora, E. Louis, M. Diculescu",10.1093/ecco-jcc/jjad212.1133,https://doi.org/10.1093/ecco-jcc/jjad212.1133,Journal of Crohn's & Colitis,1,2024
Life Chaos as a Predictor of Diet Quality in U.S. Adults,"B. Egan, H. Barbara",-,-,-,0,2018
How effective are interventions in improving dietary behaviour in low- and middle-income countries? A systematic review and meta-analysis,"Lizzie Caperon, Bianca J. Sykes-Muskett, Faye Clancy, J. Newell, R. King, A. Prestwich",10.1080/17437199.2018.1481763,https://doi.org/10.1080/17437199.2018.1481763,Health Psychology Review,7,2018
Keep Calm and Lead by Example: Healthy Lifestyles of Dietitians and Satisfaction with Life,"P. Farfaglia, Bernard Dlp, A. Gorman, Jaleh Dehpahlavan",10.21767/2572-5483.100027,https://doi.org/10.21767/2572-5483.100027,-,4,2018
Diet quality as a predictor of cardiometabolic disease–free life expectancy: the Whitehall II cohort study,"H. Lagström, S. Stenholm, T. Akbaraly, J. Pentti, J. Vahtera, M. Kivimäki, J. Head",10.1093/ajcn/nqz329,https://doi.org/10.1093/ajcn/nqz329,American Journal of Clinical Nutrition,32,2020
Session-by-Session Improvements in Subjective Wellbeing and Satisfaction with Life Prospectively Predicts Session-by-Session Improvements in Bulimia Nervosa Symptoms.,"Laura E Boyajian, Paakhi Srivast, Alexandra Pitts, A. Juarascio",10.21203/rs.3.rs-788376/v1,https://doi.org/10.21203/rs.3.rs-788376/v1,-,0,2021
Association Between Improved Serum Fatty Acid Profiles and Cognitive Function During a Dietary Intervention Trial in Relapsing-Remitting Multiple Sclerosis.,"Solange M Saxby, Carlyn Haas, F. Shemirani, Tyler J. Titcomb, P. Eyck, Linda M Rubenstein, Karin F. Hoth, Linda G. Snetselaar, T. Wahls",10.7224/1537-2073.2023-037,https://doi.org/10.7224/1537-2073.2023-037,International Journal of MS Care,4,2023
P1-512 Health related quality of life associated with major dietary patterns in TUE SUN project,"A. S. Villegas, C. Ruano, P. Henriquez, C. de la Fuente, M. Martínez-González",10.1136/jech.2011.142976g.100,https://doi.org/10.1136/jech.2011.142976g.100,Journal of Epidemiology and Community Health,1,2011
P51 The association between markers of diet quality and wellbeing in adolescents aged 12–18: A cross-sectional study,"C. Perry, E. Keane, M. Molcho, C. Kelly, S. Nic Gabhainn",10.1136/jech-2016-208064.150,https://doi.org/10.1136/jech-2016-208064.150,Journal of Epidemiology and Community Health,0,2016
Mechanisms of Change in Diet and Activity in the Make Better Choices 1 Trial.,"K. Schneider, M. Coons, H. McFadden, Christine A. Pellegrini, A. Demott, J. Siddique, D. Hedeker, Laura Aylward, B. Spring",10.1037/HEA0000333,https://doi.org/10.1037/HEA0000333,Health Psychology,13,2016
HEALTH-RELATED QUALITY OF LIFE IN OLDER ADULTS : FINDINGS FROM 2007-2014 NATIONAL HEALTH AND NUTRITION EXAMINATION SURVEY,"XU F., S. Cohen, I. Lofgren, G. Greene, M. Delmonico, M. Greaney",-,-,-,32,2018
"Translational research to identify solutions to the UK's key diet, health and nutrition challenges: The Diet and Health Open Innovation Research Club Innovation Hubs.","S. Stanner, A. Spiro, K. Ahmadi, J. Brunstrom, P. Calder, G. Frost, G. Walton, M. Warren",10.1111/nbu.12637,https://doi.org/10.1111/nbu.12637,Nutrition Bulletin,1,2023
Increase in organic consumption and dietary health – a dynamic approach.,"S. Denver, Jonas Nordström, T. Christensen",-,-,-,0,2018
"Association between dietary satisfaction and depression, anxiety and stress in obese and overweight patients during the coronavirus pandemic","F. Moradi, Javad Heshmati, E. Daneshzad, A. Ahmadi, T. Jafari, E. Persad, S. Fazelian",10.1016/j.clnesp.2021.07.013,https://doi.org/10.1016/j.clnesp.2021.07.013,Clinical Nutrition ESPEN,2,2021
Is Psychological Well-Being Linked to the Consumption of Fruit and Vegetables?,"David G. Blanchflower, Andrew J. Oswald, Sarah Stewart-Brown",10.1007/s11205-012-0173-y,https://doi.org/10.1007/s11205-012-0173-y,Social Indicators Research,180,2012
Improved Well-Being After Gastric Bypass Surgery.,K. Rosenberg,10.1097/01.NAJ.0000482973.62166.31,https://doi.org/10.1097/01.NAJ.0000482973.62166.31,The American Journal of Nursing,0,2016
Low-Fat Dietary Pattern Intervention and Health-Related Quality of Life: The Women's Health Initiative Randomized Controlled Dietary Modification Trial.,"A. Assaf, S. Beresford, P. Risica, A. Aragaki, R. Brunner, D. Bowen, M. Naughton, M. Rosal, L. Snetselaar, N. Wenger",10.1016/j.jand.2015.07.016,https://doi.org/10.1016/j.jand.2015.07.016,Journal of the Academy of Nutrition and Dietetics,41,2016
Does cutting down on your food consumption lead to a net improvement in nutritional intake? A panel data approach using data from the UK Biobank,"Luke B. Wilson, R. Pryce, Esther Moore, Lucy Burke, P. Breeze",10.1186/s12889-023-17217-y,https://doi.org/10.1186/s12889-023-17217-y,BMC Public Health,0,2023
Is the British diet improving,"M. Reid, R. Hammersley",10.1111/NBU.12243,https://doi.org/10.1111/NBU.12243,-,5,2016
"The relationship of health-related expectancies, fruit and vegetable intake, and positive mood: expectancies are important, but not in the way you expect","E. Smith, R. Stevenson, Leah S. Dudley, H. Francis",10.1108/bfj-03-2021-0289,https://doi.org/10.1108/bfj-03-2021-0289,British Food Journal,3,2021
A healthful plant-based diet is associated with higher physical and mental well-being among older adults independent of circulating CRP,"K. Schorr, M. Beekman, Venetka I. Agayn, J. D. Vries, Lisette C. P. G. M. Groot, P. Slagboom",10.1101/2023.11.30.23299231,https://doi.org/10.1101/2023.11.30.23299231,medRxiv,0,2023
Physical activity and diet on quality of life and mortality: The importance of meeting one specific or both behaviors.,"S. Dankel, J. Loenneke, P. Loprinzi",10.1016/j.ijcard.2015.09.019,https://doi.org/10.1016/j.ijcard.2015.09.019,International Journal of Cardiology,22,2016
The Effect of Personality Traits and Life Goals on Health Related Behaviour = أثر السمات الشخصية وأهداف الحياة على السلوك الصحي المرتبط,Jawaher Sulaiman Alsayari,10.12816/0048172,https://doi.org/10.12816/0048172,المجلة الدولية للدراسات التربوية والنفسية,0,2018
Exploring the relationship between dietary patterns and health-related quality of life among Iranian adult population: Tehran lipid and glucose study,"Mahdieh Niknam, S. Hosseinpour-Niazi, Sara Jalali-Farahani, P. Amiri, P. Mirmiran, F. Hosseini-Esfahani, E. Ainy, Fereidoun Azizi",10.1186/s40795-025-01103-4,https://doi.org/10.1186/s40795-025-01103-4,BMC Nutrition,0,2025
Mediterranean diet and wellbeing: evidence from a nationwide survey,"Darío Moreno-Agostino, F. F. Caballero, Natalia Martín-María, S. Tyrovolas, P. López-García, F. Rodríguez‐Artalejo, J. Haro, J. Ayuso-Mateos, M. Miret",10.1080/08870446.2018.1525492,https://doi.org/10.1080/08870446.2018.1525492,Psychology and Health,33,2018
Effect of diets of patients using dietary guidance services in south-western Poland on quality of life,"Szymon T. Dziuba, J. Rowiecka",10.29119/1641-3466.2023.178.12,https://doi.org/10.29119/1641-3466.2023.178.12,Scientific Papers of Silesian University of Technology. Organization and Management Series,0,2023
Longitudinal associations of diet quality with serum biomarkers of lipid and amino acid metabolism from childhood to adolescence: the PANIC study.,"Suvi E Laamanen, Saara Heinonen, E. Haapala, Ursula Schwab, S. Soininen, T. Sallinen, Aino-Maija Eloranta, Timo A. Lakka",10.1017/S0007114525000492,https://doi.org/10.1017/S0007114525000492,British Journal of Nutrition,0,2025
Association of chronic spinal pain with diet quality,"S. Zick, S. Murphy, J. Colacino",10.1097/PR9.0000000000000837,https://doi.org/10.1097/PR9.0000000000000837,PAIN Reports,16,2020
Associations Between Dietary Patterns and Sleep-Related Impairment in a Cohort of Community Physicians: A Cross-sectional Study,"Maryam S. Makowski, T. Shanafelt, Andrea Hausel, Bryan D. Bohman, R. Roberts, M. Trockel",10.1177/1559827619871923,https://doi.org/10.1177/1559827619871923,American Journal of Lifestyle Medicine,10,2019
Higher diet quality in university students is associated with higher academic achievement: a cross‐sectional study,"Megan C. Whatnall, Amanda J. Patterson, Tracy Burrows, M. Hutchesson",10.1111/jhn.12632,https://doi.org/10.1111/jhn.12632,Journal of human nutrition and dietetics (Print),57,2019
Exploring the Relationship between Mediterranean Diet Adherence and Subjective Well-Being among Greek and Cypriot Adults,"Georgia-Eirini Deligiannidou, E. Philippou, Eirini Vasiari, Vanda Lopes de Andrade, Marika Massaro, M. Chervenkov, Teodora Ivanova, Rui Jorge, Dessislava Dimitrova, T. Ruskovska, L. Miloseva, Viktorija Maksimova, Katarina Smilkov, Darinka Gjorgieva Ackova, M. García-Conesa, P. Pinto, C. Kontogiorgis",10.3390/nu16081238,https://doi.org/10.3390/nu16081238,Nutrients,4,2024
0304 Sleep Quality and Life Satisfaction in Severely Depressed Individuals,"Brianna Zahorecz, W. Killgore",10.1093/sleep/zsad077.0304,https://doi.org/10.1093/sleep/zsad077.0304,Sleep,0,2023
Variation of psychological and anthropometrics measures before and after dieting and factors associated with body dissatisfaction and quality of life in a Lebanese clinical sample,"C. Haddad, M. Zakhour, H. Sacre, Nicole Eid, George M Wehbe, J. Farha, J. Azar, S. Obeid, S. Hallit",10.1186/s40359-021-00691-7,https://doi.org/10.1186/s40359-021-00691-7,BMC Psychology,6,2021
"Kost, tarmflora, och dess påverkan på psykisk hälsa - En litteraturstudie med fokus på depression, ångest och psykiskt välbefinnande","Henrik Laigård, Linus Sigurdsson",-,-,-,0,2018
Participation in local food projects is associated with better psychological well-being: evidence from the East of England.,"Z. Bharucha, N. Weinstein, D. Watson, Steffen Boehm",10.1093/PUBMED/FDZ057,https://doi.org/10.1093/PUBMED/FDZ057,Journal of public health,12,2019
Changes in plant-based diet quality and health-related quality of life in women,"Megu Y. Baden, S. Kino, Xiaoran Liu, Yanping Li, Yongjoo Kim, L. Kubzansky, A. Pan, O. Okereke, W. Willett, F. Hu, I. Kawachi",10.1017/S0007114520002032,https://doi.org/10.1017/S0007114520002032,British Journal of Nutrition,20,2020
Food and Mood: An Investigation Into the Association Between Diet Quality and Depressive Symptoms,R. Quehl,-,-,-,0,2015
A systematic review and meta-analysis of dietary patterns and depression in community-dwelling adults.,"Jun S. Lai, S. Hiles, A. Bisquera, A. Hure, M. McEvoy, J. Attia",10.3945/ajcn.113.069880,https://doi.org/10.3945/ajcn.113.069880,American Journal of Clinical Nutrition,673,2014
Breaking Barriers in Dietary Research: Strategies to Diversify Recruitment in Clinical Studies and Develop Culturally Tailored Diets for Hispanic Communities Living With Inflammatory Bowel Disease.,"O. Damas, A. Maldonado-Contreras",10.1016/j.cgh.2023.05.006,https://doi.org/10.1016/j.cgh.2023.05.006,Clinical Gastroenterology and Hepatology,1,2023
Relationships between diets and the quality of life to women aged 50 to 64,"E. Stępień, Joanna Baj-Korpak, K. Gawlik, Barbara Bergier, Agata Pocztarska, M. Sidor, Adam Szepeluk",10.32394/RPZH.2019.0067,https://doi.org/10.32394/RPZH.2019.0067,Roczniki Panstwowego Zakladu Higieny,5,2019
The potential role of fruit and vegetables in aspects of psychological well-being: a review of the literature and future directions,"C. Rooney, M. McKinley, J. Woodside",10.1017/S0029665113003388,https://doi.org/10.1017/S0029665113003388,Proceedings of the Nutrition Society,109,2013
Unhealthy diet associated with poor semen quality,L. Hilton,-,-,-,1,2020
Healthy and Unhealthy Food Consumption in Relation to Quality of Life among Finnish Female Municipal Employees: A Cross-Sectional Study,"E. Bergman, H. Vepsäläinen, M. Erkkola, M. Laaksonen, H. Kautiainen, M. Penttinen, P. Rautava, P. Korhonen",10.3390/nu14173630,https://doi.org/10.3390/nu14173630,Nutrients,2,2022
"Knowing Well, Being Well: well-being born of understanding: Dietary Research Done Right: From Je Ne Sais Quoi to Sine Qua Non","David L. Katz, M. Dansinger, W. Willett, Tom Rifai, L. Rhee, C. Gardner, Tushar Mehta, A. Bernstein, D. Aronson",10.1177/08901171211016191,https://doi.org/10.1177/08901171211016191,American Journal of Health Promotion,1,2021
Evaluating the effectiveness of a community-based dietary intervention in Nottingham,"Jemma Orr, A. McCamley",10.1108/BFJ-09-2016-0444,https://doi.org/10.1108/BFJ-09-2016-0444,-,4,2017
The interaction between dietary and life goals: using goal systems theory to explore healthy diet and life goals,"G. Turner-McGrievy, Julie A. Wright, J. Migneault, L. Quintiliani, R. Friedman",10.1080/21642850.2014.927737,https://doi.org/10.1080/21642850.2014.927737,Health Psychology and Behavioral Medicine,6,2014
Abstract MP25: Diet Quality And Resilience: Examining Age Differences In A Cross-sectional Analysis Of The Well For Life Study,"Sparkle Springfield, K. Cunanan, Katy Peng, C. Gardner",10.1161/circ.141.suppl_1.mp25,https://doi.org/10.1161/circ.141.suppl_1.mp25,Circulation,0,2020
"Young Adult College Students’ Satisfaction With Life: Relationships With Eating Styles, BMI, and Health Status","A. Pozzoli, C. Byrd-Bredbenner",10.1016/j.cdnut.2024.103251,https://doi.org/10.1016/j.cdnut.2024.103251,Current Developments in Nutrition,0,2024
Association of life satisfaction with disability-free survival: role of chronic diseases and healthy lifestyle.,"Wei Wu, Y. Shang, A. Calderón-Larrañaga, D. Rizzuto, Marguerita Saadeh, Abigail Dove, K. Pan, Weili Xu",10.1093/ageing/afab086,https://doi.org/10.1093/ageing/afab086,Age and Ageing,10,2021
Eating behaviors and health-related quality of life: A scoping review.,"O. Pano, M. Gamba, Vanessa Bullón-Vela, Inmaculada Aguilera-Buenosvinos, Zayne M. Roa-Diaz, B. Minder, D. Kopp-Heim, Jessica E Laine, M. Martínez-González, Alfredo J Martínez, C. Sayón-Orea",10.1016/j.maturitas.2022.07.007,https://doi.org/10.1016/j.maturitas.2022.07.007,Maturitas,4,2022
Putting the Balance Back in Diet,"S. Simpson, D. Couteur, D. Raubenheimer",10.1016/j.cell.2015.02.033,https://doi.org/10.1016/j.cell.2015.02.033,Cell,174,2015
Dietary intervention for people with mental illness in South Australia,"S. Bogomolova, D. Zarnowiecki, Amy L. Wilson, Andrea L. Fielder, N. Procter, C. Itsiopoulos, K. O'dea, John Strachan, M. Ballestrin, A. Champion, N. Parletta",10.1093/heapro/daw055,https://doi.org/10.1093/heapro/daw055,Health Promotion International,16,2016
Does The Diet Quality Of Hospital Staff Change In Relation To The Quality Of Life In Summer?,"K. Gašparinčić, A. Ilić, S. Sila, I. Rumbak, T. Niseteo",10.1016/j.clnesp.2022.09.195,https://doi.org/10.1016/j.clnesp.2022.09.195,Clinical Nutrition ESPEN,0,2023
Impact of nutritional interventions on quality of life in schizophrenia spectrum disorders: a scoping review.,"Julia Tompkins, Francesco Piacenza, Patrick Harrington, Kieran C Murphy, Brian O'Donoghue, John Lyne, Melanie Föcking",10.1017/ipm.2025.3,https://doi.org/10.1017/ipm.2025.3,Irish Journal of Psychological Medicine,0,2025
"The effect of diet and physical activity on quality of life, wellbeing and treatment satisfaction, in newly diagnosed Type 2 diabetes",Henry Simon Oldershaw,-,-,-,0,2018
Health effects of adopting low greenhouse gas emission diets in the UK,"J. Milner, Rosemary Green, A. Dangour, A. Haines, Z. Chalabi, J. Spadaro, A. Markandya, P. Wilkinson",10.1136/bmjopen-2014-007364,https://doi.org/10.1136/bmjopen-2014-007364,BMJ Open,124,2015
Self-initiated dietary changes reduce general somatic and mental symptoms in a relatively healthy Dutch population,"Anouk E M Willems, Martina Sura-de Jong, A. V. van Beek, G. van Dijk",10.1016/j.pmedr.2022.102004,https://doi.org/10.1016/j.pmedr.2022.102004,Preventive medicine reports,1,2022
Life Expectancy Gains from Dietary Modifications: A Comparative Modelling Study in Seven Countries.,"L. Fadnes, E. Arjmand, Jan-Magnus Økland, Carlos Celis-Morales, K. Livingstone, Rajiv Balakrishna, J. Mathers, K. Johansson, Ø. Haaland",10.1016/j.ajcnut.2024.04.028,https://doi.org/10.1016/j.ajcnut.2024.04.028,American Journal of Clinical Nutrition,9,2024
"Association of Food Expenditure with Life Expectancy in the United States, 2001- 2014","Qingxiao Li, S. Yuan, Zhixiu Yu, S. Larsson, Qi-qiang He",10.2139/ssrn.3856397,https://doi.org/10.2139/ssrn.3856397,"Nutrition (Burbank, Los Angeles County, Calif.)",8,2021
