Title,Authors,DOI,DOI link,Venue,Citation count,Year
"Physical activity participation, use and cost of recreation facilities on life satisfaction: evidence from Engage Nova Scotia","Zeynep Ozkok, Hailey vanDuinkerken, J. Rosborough",10.1080/14927713.2024.2308906,https://doi.org/10.1080/14927713.2024.2308906,Leisure/ Loisir,0,2024
Role of Physical Activity in Positive Psychology Perspective,Sinem Parlakyıldız,10.18863/pgy.1446409,https://doi.org/10.18863/pgy.1446409,Psikiyatride Guncel Yaklasimlar,0,2024
"Physical Activity Practice, Life Satisfaction, and Loneliness Among Older Adults: A Study Based on Social Network Analysis Within an Intergenerational Framework.","Enedina Quiroga Sánchez, María Teresa Gómez-Alonso, Natalia Arias Ramos, A. Pinto-Carral, M. Reguera-García, Beatriz Alonso-Cortés Fradejas",10.1123/japa.2024-0086,https://doi.org/10.1123/japa.2024-0086,Journal of Aging and Physical Activity,0,2025
Not Just What You Do But Why You Do It: The Influence of Self-Determination and Passion on the Relationship between Physical Activity and Well-Being in Active Women with Multiple Roles,E. Guérin,10.20381/RUOR-2975,https://doi.org/10.20381/RUOR-2975,-,0,2013
Step Up! Tackling the Burden of Insufficient Physical Activity in Europe,-,10.1787/500a9601-en,https://doi.org/10.1787/500a9601-en,-,31,2023
140-DIFFERENCE OF PERCEPTION OF THE QUALITY OF LIFE OF ADULTS PRACTITIONERS AND NON-PRACTITIONERS OF PHYSICAL ACTIVITY,-,-,-,-,0,2013
"Exploring the relationship between physical activity knowledge, health outcomes expectancies, and behavior.","K. Heinrich, J. Maddock, A. Bauman",10.1123/JPAH.8.3.404,https://doi.org/10.1123/JPAH.8.3.404,Journal of Physical Activity and Health,28,2011
"Actividad físico-deportiva, autoconcepto físico y satisfacción con la vida","E. Goñi, Guillermo Infante",10.1989/EJEP.V3I2.60,https://doi.org/10.1989/EJEP.V3I2.60,-,73,2010
"The Relation between Increased Physical Activity to More Job Satisfaction of Employees: A Cross-Sectional Study in Shahid Beheshti University of Medical Sciences, Tehran, Iran",-,10.32592/ircmj.2022.24.3.1675,https://doi.org/10.32592/ircmj.2022.24.3.1675,Iranian Red Crescent Medical Journal,0,2022
Subjective Well-Being and Active Life Expectancy in Japan: Evidence From a Longitudinal Study,"Y. Minagawa, Yasuhiko Saito",10.1093/geroni/igac075,https://doi.org/10.1093/geroni/igac075,Innovation in aging,5,2022
Joint association of screen time and physical activity on self-rated health and life satisfaction in children and adolescents: the CASPIAN-IV study.,"N. Matin, R. Kelishadi, R. Heshmat, Nazgol Motamed-Gorji, S. Djalalinia, M. Motlagh, G. Ardalan, Tahereh Arefirad, Rasool Mohammadi, S. Safiri, M. Qorbani",10.1093/inthealth/ihw044,https://doi.org/10.1093/inthealth/ihw044,International Health,47,2017
Self-Efficacy for Changing Sedentary Behavior or Physical Activity: Comparisons in Healthy and Chronic Pain Populations,"J. Lansing, Jacob D. Meyer, Maria Perez, Gabriel Cruz-Maldonado, L. Ellingson",10.1249/01.mss.0000561670.97580.b1,https://doi.org/10.1249/01.mss.0000561670.97580.b1,Medicine & Science in Sports & Exercise,1,2019
Evaluating Physical Activity And Quality of Life For Older Adults Through Walk With Ease,Kimberly A Shaffer,10.33552/arar.2021.01.000522,https://doi.org/10.33552/arar.2021.01.000522,Archives of Rheumatology & Arthritis Research,0,2021
Subjective Well-Being and Health Behaviors in 2.5 Million Americans.,"Kostadin Kushlev, Danielle M. Drummond, E. Diener",10.1111/aphw.12178,https://doi.org/10.1111/aphw.12178,Applied Psychology: Health and Well-Being,79,2019
Does Physical Activity Increase Life Expectancy? A Review of the Literature,"C. Reimers, G. Knapp, A. Reimers",10.1155/2012/243958,https://doi.org/10.1155/2012/243958,Journal of Aging Research,180,2012
Elucidating satisfaction with physical activity: An examination of the day-to-day associations between experiences with physical activity and satisfaction during physical activity initiation,"Austin S. Baldwin, S. Baldwin, Valerie G. Loehr, Julie L. Kangas, Georita M Frierson",10.1080/08870446.2013.822078,https://doi.org/10.1080/08870446.2013.822078,Psychology and Health,28,2013
"The effects of physical activity on sleep quality, job satisfaction, and quality of life in office workers","S. S. Arslan, I. Alemdaroğlu, A. Karaduman, Ö. Yılmaz",10.3233/WOR-192902,https://doi.org/10.3233/WOR-192902,Work,45,2019
Change in well-being amongst participants in a four-month pedometer-based workplace health program,"R. Freak-Poli, R. Wolfe, E. Wong, A. Peeters",10.1186/1471-2458-14-953,https://doi.org/10.1186/1471-2458-14-953,BMC Public Health,19,2014
UNIVERSITY STUDENTS’ PHYSICAL ACTIVITY: WHAT TYPE RELATES MORE WITH WELL- AND ILL-BEING?,"Nuria Codina, Rafael Valenzuela, J. Pestana",10.21125/iceri.2021.1688,https://doi.org/10.21125/iceri.2021.1688,ICERI proceedings,0,2021
The effect of physical activity on subjective well-being: the case for exercise,"Mario Lucchini, Egidio Riva, L. Crivelli",10.4337/9781788978767.00020,https://doi.org/10.4337/9781788978767.00020,-,0,2021
Active and Happy? Physical Activity and Life Satisfaction among Young Educated Women,"Agata Wypych-Ślusarska, Natalia Majer, K. Krupa-Kotara, E. Niewiadomska",10.3390/ijerph20043145,https://doi.org/10.3390/ijerph20043145,International Journal of Environmental Research and Public Health,5,2023
Evaluation of the Coping Through Football Project: Physical Activity and Psychosocial Outcomes,"B. Friedrich, O. Mason",10.2174/1874944501710010276,https://doi.org/10.2174/1874944501710010276,-,8,2017
Global physical activity levels - Need for intervention.,"C. Ozemek, C. Lavie, Ø. Rognmo",10.1016/j.pcad.2019.02.004,https://doi.org/10.1016/j.pcad.2019.02.004,Progress in cardiovascular diseases,171,2019
Beat the Street: A Pilot Evaluation of a Community-Wide Gamification-Based Physical Activity Intervention.,M. Harris,10.1089/g4h.2017.0179,https://doi.org/10.1089/g4h.2017.0179,Games for Health Journal,18,2018
Physicians should seek to enhance the quality rather than the quantity of human life. Physical activity pro- grams can increase life satisfaction through an immediate increase of arousal and a long-term enhance-,-,-,-,-,0,2007
Dose-response issues concerning physical activity and health: an evidence-based symposium.,"Y. ANTERO KESANIEMI (Chair), E. Danforth, Michael D. Jensen, P. Kopelman, Pierre LEF??BVRE, BRUCE A. Reeder",10.1097/00005768-200106001-00003,https://doi.org/10.1097/00005768-200106001-00003,Medicine & Science in Sports & Exercise,922,2001
The Effects of Physical Activity and Excerise On Well-being,J. Miner,-,-,-,0,2003
The Prospective Association Between Life Satisfaction and Physical Pain: Evidence From Longitudinal and Cohort Data.,"Lucía Macchia, Liam Delaney, Michael Daly",10.1177/01461672251343960,https://doi.org/10.1177/01461672251343960,Personality and Social Psychology Bulletin,0,2025
Physical activity trajectories and quality of life in older adults,"Adilson Marques, Mariana Cerdeira, Diogo Veiga, É. Gouveia, G. Ferrari, M. Peralta",10.5114/hm.2023.132708,https://doi.org/10.5114/hm.2023.132708,Human Movement,1,2023
Predictors of Change in Satisfaction with Body Appearance and Body Function in Mid-Life and Older Adults: Active for Life®,"M. R. Umstattd, S. Wilcox, M. Dowda",10.1007/s12160-010-9247-8,https://doi.org/10.1007/s12160-010-9247-8,Annals of Behavioral Medicine,25,2011
Exercise and Life-Satisfactory-Fitness: Complementary Strategies in the Prevention and Rehabilitation of Illnesses,"C. Jennen, G. Uhlenbruck",10.1093/ecam/neh021,https://doi.org/10.1093/ecam/neh021,Evidence-Based Complementary and Alternative Medicine,25,2004
Predictors of decreased physical activity level over time among adults: a longitudinal study.,"S. Dai, Feng Wang, H. Morrison",10.1016/j.amepre.2014.04.003,https://doi.org/10.1016/j.amepre.2014.04.003,American Journal of Preventive Medicine,32,2014
"Evaluating the impact on physical inactivity of Together an Active Future, a partnership approach to physical activity promotion. A difference-in-differences study","Gwilym Owen, Katie Fahy, Ben Barr",10.1136/jech-2023-220891,https://doi.org/10.1136/jech-2023-220891,Journal of Epidemiology and Community Health,3,2023
"Can Activity-Based Working spaces increase worker's physical activity, perceived productivity and satisfaction?","C. Candido, Sihui Wang, Tamara Croft, Fan Zhang, M. Mackey",-,-,-,0,2017
Physical Activity and Performance Impact Long-term Quality of Life in Older Adults at Risk for Major Mobility Disability.,"E. Groessl, Robert M. Kaplan, W. Rejeski, J. Katula, N. Glynn, Abby C. King, Stephen D. Anton, M. Walkup, Ching-ju Lu, K. Reid, B. Spring, M. Pahor",10.1016/j.amepre.2018.09.006,https://doi.org/10.1016/j.amepre.2018.09.006,American Journal of Preventive Medicine,93,2019
Physical activity as a part of well-being,Aleš Sekot,-,-,-,0,2012
Physical activity and life expectancy: a life-table analysis,"L. Veerman, J. Tarp, Ruth Wijaya, M. Wanjau, Holger Möller, Fiona Haigh, Peta Lucas, Andrew Milat",10.1136/bjsports-2024-108125,https://doi.org/10.1136/bjsports-2024-108125,British Journal of Sports Medicine,4,2024
Are objective indicators of sedentary behaviour associated with subjective wellbeing in adults aged 75 and over,"Samantha Taran, C. Sabiston, R. Hepple, T. Taivassalo",-,-,-,0,2015
La actividad física recreativa y su impacto en la vida sedentaria de los adultos mayores de la asociación vida feliz del cantón Paltas,"A. Robles, Víctor Romario",-,-,-,0,2016
Physical Activity Level During COVID-19 Global Pandemic and Its Relation to Well-Being KOVİD-19 Global Pandemisi Sırasında Fiziksel Aktivite Düzeyi ve İyilik,"Murat Tomruk, M. S. Tomruk, İsmail Çalık, M. Ersoy",-,-,-,0,2021
Change in physical activity and health‐related quality of life in old age—A 10‐year follow‐up study,"H. Jantunen, N. Wasenius, M. Salonen, H. Kautiainen, M. V. von Bonsdorff, E. Kajantie, J. Eriksson",10.1111/sms.13501,https://doi.org/10.1111/sms.13501,Scandinavian Journal of Medicine & Science in Sports,13,2019
Physical Activity and Life Satisfaction: An Empirical Study in a Population of Senior Citizens,"Marina Wöbbeking Sánchez, Antonio Sánchez Cabaco, B. Bonete-López, José David Urchaga Litago, M. Loureiro, Manuel Mejía",10.3389/fpsyg.2021.636914,https://doi.org/10.3389/fpsyg.2021.636914,Frontiers in Psychology,14,2021
Objective Indicators of Physical Activity and Sedentary Time and Associations with Subjective Well-Being in Adults Aged 70 and Over,"J. Withall, A. Stathi, Mark G. Davis, J. Coulson, J. Thompson, K. Fox",10.3390/ijerph110100643,https://doi.org/10.3390/ijerph110100643,International Journal of Environmental Research and Public Health,77,2014
Daily time-use compositions of physical behaviours and its association with evaluative and experienced wellbeing: a multilevel compositional analysis,"Anantha Narayanan, Scott Duncan, Conal Smlith, Flora Le, Lisa Mackay, J. McPhee, Basile Chax, T. Stewart",10.1186/s12966-025-01769-w,https://doi.org/10.1186/s12966-025-01769-w,International Journal of Behavioral Nutrition and Physical Activity,0,2025
"Physically Inactive Undergraduate Students Exhibit More Symptoms of Anxiety, Depression, and Poor Quality of Life than Physically Active Students","Endrew Eduardo Santos de Santana, Lucas Melo Neves, Karla Cardoso de Souza, Tassia Barcelos Mendes, F. Rossi, Ariana Aline da Silva, Rosemeire de Oliveira, M. S. Perilhão, H. Roschel, Saulo Gil",10.3390/ijerph20054494,https://doi.org/10.3390/ijerph20054494,International Journal of Environmental Research and Public Health,6,2023
Physical Leisure Activities and Life Satisfaction in Older Adults,"Katarzyna Skałacka, Katarzyna Błońska",10.1080/01924788.2022.2148416,https://doi.org/10.1080/01924788.2022.2148416,"Activities, Adaptation &amp; Aging",8,2022
"Physical activity: the key to life satisfaction - correlations between physical activity, sedentary lifestyle, and life satisfaction among young adults before and after the COVID-19 pandemic","Éva Bácsné Bába, Attila Lengyel, Christa Pfau, Anetta Müller, É. Bartha, R. Balogh, G. Szabados, Z. Bács, G. Ráthonyi",10.3389/fpubh.2025.1486785,https://doi.org/10.3389/fpubh.2025.1486785,Frontiers in Public Health,0,2025
A Systematic Review and Meta-analysis of the Outcome Expectancy Construct in Physical Activity Research.,"L. C. Bohlen, Jessica A Emerson, R. Rhodes, David M Williams",10.1093/abm/kaab083,https://doi.org/10.1093/abm/kaab083,Annals of Behavioral Medicine,7,2021
Strange Days: Adult Physical Activity and Mental Health in the First Two Months of the COVID-19 Pandemic,"M. Gierc, N. Riazi, M. Fagan, K. D. Di Sebastiano, Mahabhir Kandola, Carly S Priebe, Katie A. Weatherson, Kelly B Wunderlich, G. Faulkner",10.3389/fpubh.2021.567552,https://doi.org/10.3389/fpubh.2021.567552,Frontiers in Public Health,26,2021
The effects of a physical activity intervention on employees in small and medium enterprises: A mixed methods study,"S. Edmunds, D. Stephenson, A. Clow",10.3233/WOR-121523,https://doi.org/10.3233/WOR-121523,Work,58,2013
A systematic review of physical activity and quality of life and well-being.,"D. Marquez, S. Aguiñaga, Priscilla M Vásquez, David E. Conroy, K. Erickson, C. Hillman, C. Stillman, Rachel M Ballard, Bonny Bloodgood Sheppard, S. Petruzzello, A. King, K. Powell",10.1093/tbm/ibz198,https://doi.org/10.1093/tbm/ibz198,Translational Behavioral Medicine,299,2020
"ACTIVITY LEVEL AND SUCCESSFUL AGING, SUBJECTIVE AGE, AND MENTAL, PHYSICAL, AND GENERAL HEALTH","Yuka Sumikawa, Sameh Eltaybani, C. Fukui, Ayumi Igarashi, Noriko Yamamoto-Mitani",10.1093/geroni/igad104.2304,https://doi.org/10.1093/geroni/igad104.2304,Innovation in aging,0,2023
The Multifaceted Relationship Between Physical Activity and Affect,"Jessica A Emerson, David M Williams",10.1111/SPC3.12190,https://doi.org/10.1111/SPC3.12190,-,50,2015
Enhancing our understanding of physical activity and wellbeing with a lifespan perspective,"Amanda L. Hyde, Jaclyn P. Maher, S. Elavsky",10.5502/IJW.V3I1.6,https://doi.org/10.5502/IJW.V3I1.6,-,46,2013
"What are the associations between extroversion, enjoyment, and wellness in group vs non-group physical activity? A pilot study.","M. Trott, Lee Smith",-,-,-,11,2019
"Research Paper The Relationship Between Physical Activity, Life Satisfaction and Well-being of College-going Students: A Cross-sectional Study","Dharmita Yogeshwar, Janvhi Singh, Sheenam Popli, A. Saharan, Saikiran G Mundinamani",-,-,-,0,-
The influence of physical activity and sport on the health and subjective well being of spanish people,"David Moscoso Sánchez, M. Rodríguez, R. S. D. Rosal, L. B. Velázquez",-,-,-,0,2010
Feasibility and Efficacy of a Physical Activity Intervention Among Pregnant Women: The Behaviors Affecting Baby and You (B.A.B.Y.) Study.,"L. Chasan-Taber, M. Silveira, B. Marcus, B. Braun, E. Stanek, G. Markenson",10.1123/jpah.8.s2.s228,https://doi.org/10.1123/jpah.8.s2.s228,Journal of Physical Activity and Health,47,2011
Profiles of physical activity biographies in relation to life and aging satisfaction in older adults: longitudinal findings,"P. Gellert, J. Wienert, J. Ziegelmann, A. Kuhlmey",10.1186/s11556-019-0221-6,https://doi.org/10.1186/s11556-019-0221-6,European Review of Aging and Physical Activity,15,2019
"Associations between domains of sedentary behavior, well-being, and quality of life – a cross-sectional study","Sabrina C. Teno, Marlene N. Silva, P. Júdice",10.1186/s12889-024-19252-9,https://doi.org/10.1186/s12889-024-19252-9,BMC Public Health,3,2024
Interventions for increased physical activity among office workers,V. Wahlström,-,-,-,0,2019
Correlations of Subjective and Social Well-Being With Sedentary Behavior and Physical Activity in Older Adults—A Population-Based Study,"Shuyun Chen, A. Calderón-Larrañaga, Marguerita Saadeh, Ing-Mari Dohrn, Anna-Karin Welmer",10.1093/gerona/glab065,https://doi.org/10.1093/gerona/glab065,"The journals of gerontology. Series A, Biological sciences and medical sciences",32,2021
Happier People Live More Active Lives: Using Smartphones to Link Happiness and Physical Activity,"N. Lathia, Gillian M. Sandstrom, C. Mascolo, P. Rentfrow",10.1371/journal.pone.0160589,https://doi.org/10.1371/journal.pone.0160589,PLoS ONE,154,2017
Mobility impairment and life satisfaction in the Northern Region of Malawi,"J. Alswang, William B Belshe, Dexter Killi, Weston Bandawe, Erin Silliman, A. C. Bastian, Brooke K. Upchurch, Megan F. Bastian, Sierra M. Pinal, Mark B. Klein, Bertha Ndhlozi, Mauricio Silva, J. Chipolombwe, R. Thompson",10.4102/ajod.v11i0.1013,https://doi.org/10.4102/ajod.v11i0.1013,African Journal of Disability,2,2022
Leisure Time Physical Activity of Moderate to Vigorous Intensity and Mortality: A Large Pooled Cohort Analysis,"S. Moore, Alpa V. Patel, C. Matthews, A. Berrington de González, Yikyung Park, H. Katki, M. Linet, E. Weiderpass, K. Visvanathan, K. Helzlsouer, M. Thun, S. Gapstur, P. Hartge, I. Lee",10.1371/journal.pmed.1001335,https://doi.org/10.1371/journal.pmed.1001335,PLoS Medicine,626,2012
Predictors of life satisfaction based on daily activities from mobile sensor data,"O. Yürüten, Jiyong Zhang, P. Pu",10.1145/2556288.2557147,https://doi.org/10.1145/2556288.2557147,International Conference on Human Factors in Computing Systems,10,2014
Mental wellbeing and physical activity levels: A prospective cohort study,"Julie E. Ibáñez Román, O. Ekholm, M. H. Algren, A. Koyanagi, S. Stewart-Brown, E. Hall, B. Stubbs, Vibeke Koushede, L. Thygesen, Z. Santini",10.1016/j.mhpa.2022.100498,https://doi.org/10.1016/j.mhpa.2022.100498,Mental Health and Physical Activity,20,2023
Activity-Induced Pain as a Predictor of Sedentary Behavior Among Midlife Adults,"Lisa R. LaRowe, David M Williams",10.1080/02701367.2023.2222783,https://doi.org/10.1080/02701367.2023.2222783,Research Quarterly for Exercise and Sport,1,2023
"Age-related variations in physical activity, happiness, and psychological well-being: Evidence from Iran","Mohammad VaezMousavi, Lara Carneiro, Amir Shams, Hamed Abbasi, P. S. Dehkordi, Mahdi Bayati, H. Nobari",10.1371/journal.pone.0314202,https://doi.org/10.1371/journal.pone.0314202,PLoS ONE,1,2025
Is public transport a promising strategy for increasing physical activity? Evidence from a study of objectively measured public transport use and physical activity,"Jack Evans, Oliver Stanesby, L. Blizzard, Stephen Greaves, A. Timperio, Kim Jose, M. Sharman, Andrew J. Palmer, V. Cleland",10.1186/s12966-024-01633-3,https://doi.org/10.1186/s12966-024-01633-3,International Journal of Behavioral Nutrition and Physical Activity,1,2024
The sense of life satisfaction versus dietary choices of young women doing fitness for recreational purposes,M. Gacek,-,-,Roczniki Panstwowego Zakladu Higieny,9,2017
Quality of life and sexual attraction in physically active and inactive older people,"Henryk Olszewski, Ewa Kieliszczyk, Marcelina Hejła, D. Wilczyńska",10.5114/hpr/194438,https://doi.org/10.5114/hpr/194438,Health Psychology Report,0,2024
Designing society to encourage activity,J Cleo Kenington,10.1136/bmj.l5691,https://doi.org/10.1136/bmj.l5691,British medical journal,1,2019
The Associations of Physical Activity and Life Satisfaction: The Mediating Role of Social Physique Anxiety and Self-Esteem,"S. Yıldırım, Gülhazal Özgökçe",10.54141/psbd.1312256,https://doi.org/10.54141/psbd.1312256,Pamukkale spor bilimleri dergisi,5,2023
Association of Physical Activity (Sport) and Quality of Life: A Literature Review,"Sella Devita, A. Müller",10.30892/gss.1205-057,https://doi.org/10.30892/gss.1205-057,-,6,2020
Self-tracking and gamification of physical activity: Effects on wellbeing,"E. Grech, M. Briguglio, Emanuel Said",-,-,GamiFIN Conference,0,2023
"Differences between leisure-time physical activity, health-related quality of life and life satisfaction: Al Ritmo de las Comunidades, a natural experiment from Colombia","Susana Barradas, C. Finck Barboza, O. Sarmiento",10.1177/1757975917703303,https://doi.org/10.1177/1757975917703303,Global Health Promotion,14,2019
Student Physical Activity Behaviour – Executive Summary,"Kiara Lewis, Chris Sellars",-,-,-,0,2006
How employers can reduce physical inactivity: a systematic review,"J. Doyle, A. Innes, B. Kelly, S. Attwood, M. Cutts, D. Deniszczyc",10.1016/j.physio.2018.11.268,https://doi.org/10.1016/j.physio.2018.11.268,Physiotherapy,0,2019
The Development and Evaluation of a Participant Led Physical Activity Intervention for People with Disabilities Who Intend to Become More Active,"Eva A. Jaarsma, Brett Smith",10.5334/paah.27,https://doi.org/10.5334/paah.27,Physical Activity and Health,2,2019
The physical activity implications of retirement across occupational activity groups,"Leonie Glasson, J. Panter, D. Ogilvie, Richard Patterson",10.1016/j.ypmed.2023.107570,https://doi.org/10.1016/j.ypmed.2023.107570,Preventive Medicine,0,2023
ASSOCIATIONS BETWEEN SEDENTARY AND PHYSICAL INACTIVITY ON QUALITY OF LIFE IN THAI MIDDLE AGE AND OLDER OFFICE WORKERS,"Katika Akksilp, Y. Teerawattananon, Cynthia Chen",10.1093/geroni/igad104.1223,https://doi.org/10.1093/geroni/igad104.1223,Innovation in aging,0,2023
Physical activity and mental health: evidence is growing,S. Biddle,10.1002/wps.20331,https://doi.org/10.1002/wps.20331,World Psychiatry,185,2016
Physical Activity Associated with Public Transport Use—A Review and Modelling of Potential Benefits,"C. Rissel, Nada Curac, M. Greenaway, A. Bauman",10.3390/ijerph9072454,https://doi.org/10.3390/ijerph9072454,International Journal of Environmental Research and Public Health,319,2012
Implication of an Intervention Program for the Promotion of Physical Activity in Relation of Quality of Life and Well Being in People With Multiple Sclerosis,"L. Pedro, J. Pais-Ribeiro, J. Pinheiro",-,-,-,0,2014
The Review: A Journal of Undergraduate Student Research The Review: A Journal of Undergraduate Student Research,-,-,-,-,0,-
"Don't worry, be happy: cross-sectional associations between physical activity and happiness in 15 European countries","J. Richards, Xiaoxiao Jiang, P. Kelly, J. Chau, A. Bauman, D. Ding",10.1186/s12889-015-1391-4,https://doi.org/10.1186/s12889-015-1391-4,BMC Public Health,226,2015
"The relationship between daily physical activity, subjective sleep quality, and mood in sedentary Hungarian adults: A longitudinal within-subjects study","J. Takács, Ľ. Török",10.1556/2066.2.2019.013,https://doi.org/10.1556/2066.2.2019.013,Developments in Health Sciences,3,2019
Association between physical activity and life satisfaction among adults with multimorbidity in Canada,"R. Alonzo, Tasneem Lalva, R. Couper, P. Wilk",10.17269/s41997-022-00635-7,https://doi.org/10.17269/s41997-022-00635-7,Canadian journal of public health,5,2022
Zooming into daily life: within-person associations between physical activity and affect in young adults,"Petra Haas, J. Schmid, G. Stadler, M. Reuter, C. Gawrilow",10.1080/08870446.2017.1291943,https://doi.org/10.1080/08870446.2017.1291943,Psychology and Health,18,2017
Customary physical activity and psychological wellbeing: a longitudinal study.,"Kevin Morgan, Peter A. Bath",10.1093/AGEING/27.SUPPL_3.35,https://doi.org/10.1093/AGEING/27.SUPPL_3.35,Age and Ageing,108,1998
[Physical activity for decreasing cardiovascular mortality and total mortality. A public health perspective].,G. Samitz,-,-,Wiener Klinische Wochenschrift,6,1998
Exploring the relationship between baseline physical activity levels and mortality reduction associated with increases in physical activity: a modelling study,"J. Minton, M. Dimairo, E. Everson-Hock, E. Scott, E. Goyder",10.1136/bmjopen-2013-003509,https://doi.org/10.1136/bmjopen-2013-003509,BMJ Open,20,2013
"Association between physical activity and quality of life in the elderly: a systematic review, 2000-2012.","G. Vagetti, V. B. Barbosa Filho, N. B. Moreira, V. Oliveira, O. Mazzardo, W. Campos",10.1590/1516-4446-2012-0895,https://doi.org/10.1590/1516-4446-2012-0895,Revista Brasileira de Psiquiatria,305,2014
Physical activity and psychological well-being in advanced age: a meta-analysis of intervention studies.,"Y. Netz, Meng-Jia Wu, B. Becker, G. Tenenbaum",10.1037/0882-7974.20.2.272,https://doi.org/10.1037/0882-7974.20.2.272,Psychology and Aging,982,2005
Depressive symptoms and physical activity during 3 decades in adult life: bidirectional associations in a prospective cohort study.,"S. P. Pinto Pereira, M. Geoffroy, C. Power",10.1001/jamapsychiatry.2014.1240,https://doi.org/10.1001/jamapsychiatry.2014.1240,JAMA psychiatry,131,2014
How much physical activity do people with,Oct,-,-,-,0,-
Sedentary behaviour and life satisfaction in high school students.,"D. Czepiel, P. F. Nowak",10.9734/BJMMR/2015/18052,https://doi.org/10.9734/BJMMR/2015/18052,-,1,2015
211 From Motion by Emotion to Well-Being: How Regular Physical Activity Enhances Life Satisfaction through Self–Control and Emotion Regulation,"Wiktor Potoczny, Lukasz Krzywoszanski, R. Herzog-Krzywoszańska",10.1093/eurpub/ckae114.070,https://doi.org/10.1093/eurpub/ckae114.070,European Journal of Public Health,0,2024
Changes in physical activity among adults with diabetes: a longitudinal cohort study of inactive patients with Type 2 diabetes who become physically active,"S. Palakodeti, Connie S Uratsu, J. Schmittdiel, R. Grant",10.1111/dme.12748,https://doi.org/10.1111/dme.12748,Diabetic Medicine,22,2015
Physical activity intensity and subjective well-being in healthy adults,"G. Panza, G. Panza, B. Taylor, B. Taylor, P. Thompson, C. White, L. Pescatello",10.1177/1359105317691589,https://doi.org/10.1177/1359105317691589,Journal of Health Psychology,78,2019
Adapted Physical Activity Can Increase Life Appreciation in Patients with Parkinson's Disease,"F. Vescovelli, Giulia Cesetti, D. Sarti, C. Ruini",10.1177/00914150231183129,https://doi.org/10.1177/00914150231183129,The International Journal of Aging & Human Development,0,2023
Effects of combined exercise program on happiness and life satisfaction on physically active older adults,"Romina Herodek, Mladen Živković, Aleksandra Ilić, Katarina Herodek, Aleksandra Catić Đorđević",10.31382/preprint.000124,https://doi.org/10.31382/preprint.000124,Exercise and Quality of Life,0,2025
"Association of physical activity and satisfaction with life among DPT students of Azra Naheed Medical College, Lahore, Pakistan","Fahad Tanveer, Ashfaq Ahmad, M. Adeel, A. Afzal",-,-,-,1,2017
Long-term association between leisure-time physical activity and changes in happiness: analysis of the Prospective National Population Health Survey.,"Feng Wang, H. Orpana, H. Morrison, M. de Groh, S. Dai, W. Luo",10.1093/aje/kws199,https://doi.org/10.1093/aje/kws199,American Journal of Epidemiology,114,2012
The Norwegian Healthy Life Centre Study: A pragmatic RCT of physical activity in primary care,"G. B. Samdal, E. Meland, G. Eide, S. Berntsen, E. Abildsnes, T. H. Stea, T. Mildestvedt",10.1177/1403494818785260,https://doi.org/10.1177/1403494818785260,Scandinavian Journal of Public Health,22,2018
Physical Activity and Quality of Life in Severely Obese Adults during a Two-Year Lifestyle Intervention Programme,"R. Jepsen, E. Aadland, L. Robertson, R. Kolotkin, J. Andersen, G. Natvig",10.1155/2015/314194,https://doi.org/10.1155/2015/314194,Journal of Obesity,33,2015
An Internet-Based Physical Activity Intervention to Improve Quality of Life of Inactive Older Adults: A Randomized Controlled Trial,"Karen Broekhuizen, J. de Gelder, C. Wijsman, Liselotte W Wijsman, R. Westendorp, E. Verhagen, P. Slagboom, A. de Craen, Willem van Mechelen, D. van Heemst, Frans J. G. van der Ouderaa, S. Mooijaart",10.2196/jmir.4335,https://doi.org/10.2196/jmir.4335,Journal of Medical Internet Research,45,2016
Inactive To Active: A Positive Life Change,W. McLachlan,-,-,-,0,2014
Active Physical Activity Patterns Are Associated With Improved Quality of Life and Depression Status in Taiwanese Women With Metabolic Syndrome.,"L. Chiang, S. Chiang, Wen-Chii Tzeng, Meei-shyuan Lee, Y. Hung, Chia-Huei Lin",10.1097/JCN.0000000000000602,https://doi.org/10.1097/JCN.0000000000000602,Journal of Cardiovascular Nursing,9,2019
Device-measured physical activity and sedentary behaviour in relation to mental wellbeing: An analysis of the 1970 British cohort study.,"N. Senaratne, B. Stubbs, A. O. Werneck, E. Stamatakis, M. Hamer",10.1016/j.ypmed.2021.106434,https://doi.org/10.1016/j.ypmed.2021.106434,Preventive Medicine,9,2021
Effects of need-supportive physical activity counseling on well-being: a 2-year follow-up among sedentary older adults.,"A. Van Hoecke, C. Delecluse, An Bogaerts, F. Boen",10.1123/jpah.2012-0497,https://doi.org/10.1123/jpah.2012-0497,Journal of Physical Activity and Health,14,2014
"Can a ‘rewards-for-exercise app’ increase physical activity, subjective well-being and sleep quality? An open-label single-arm trial among university staff with low to moderate physical activity levels","S. Lemola, A. Gkiouleka, Brieze Read, A. Realo, Lukasz Walasek, N. Tang, Mark T. Elliott",10.1186/s12889-021-10794-w,https://doi.org/10.1186/s12889-021-10794-w,BMC Public Health,11,2021
Physical activity and subjective well-being: the role of time.,"P. Wicker, D. Coates, C. Breuer",10.1093/eurpub/ckv053,https://doi.org/10.1093/eurpub/ckv053,European Journal of Public Health,15,2015
